id,naslov,število epizod,status,sezona premiere,leto premiere,vir,dolzina epizode v minutah,oznaka,ocena,člani,favoritizacije,demografika,teme,žanri,studii,povezani vnosi,glavni liki
2225,Alps no Shoujo Heidi,52,Finished Airing,Winter,1974,Book,25,PG - Children,7.38,38776,328,NG,['Historical'],['Drama'],"[('22', 'Nippon Animation')]",[],"[('8827', 'Heidi', 'Main'), ('30308', 'Alm-Onji', 'Supporting'), ('17787', 'Sesemann, Clara', 'Supporting'), ('8828', 'Peter', 'Supporting'), ('30307', 'Rottenmeier', 'Supporting'), ('196273', 'Dete', 'Supporting'), ('196361', 'Peter&#039;s Grandmother', 'Supporting'), ('196362', 'Dr. Klassen', 'Supporting'), ('196392', 'Church Tower Guard', 'Supporting'), ('196360', 'Brigitte', 'Supporting')]"
3579,Getter Robo,51,Finished Airing,Spring,1974,Manga,25,PG-13 - Teens 13 or older,6.7,8766,23,Shounen,['Mecha'],"['Action', 'Sci-Fi']","[('18', 'Toei Animation')]","[('4486', 'Getter Robo G')]","[('6107', 'Nagare, Ryouma', 'Main'), ('8663', 'Jin, Hayato', 'Main'), ('18490', 'Tomoe, Musashi', 'Main'), ('17723', 'Professor Saotome', 'Supporting'), ('157060', 'Gore, Emperor', 'Supporting'), ('6302', 'King, Jack', 'Supporting'), ('39620', 'Bat', 'Supporting'), ('25613', 'Saotome, Michiru', 'Supporting'), ('148159', 'Princess Gola', 'Supporting'), ('131736', 'Saotome, Genki', 'Supporting')]"
6383,Chargeman Ken!,65,Finished Airing,Spring,1974,Original,6,PG - Children,4.56,4503,31,NG,[],"['Action', 'Adventure', 'Sci-Fi']","[('452', 'Knack Productions')]",[],"[('42013', 'Izumi, Ken', 'Main'), ('152988', 'Barican', 'Main'), ('61975', 'Izumi, Caron', 'Main'), ('46797', 'Volga', 'Supporting'), ('61973', 'Hoshi', 'Supporting'), ('61977', 'Jural Seijin', 'Supporting'), ('152987', 'Izumi, Saori', 'Supporting'), ('152986', 'Izumi, Hiro', 'Supporting'), ('61981', 'Maou', 'Supporting')]"
3388,Majokko Megu-chan,72,Finished Airing,Spring,1974,Original,25,PG-13 - Teens 13 or older,6.67,3992,10,NG,['Mahou Shoujo'],[],"[('18', 'Toei Animation')]",[],"[('12343', 'Gou, Non', 'Main'), ('12342', 'Kanzaki, Megu', 'Main'), ('183426', 'Roko', 'Main'), ('12348', 'Saturn', 'Supporting'), ('12345', 'Kanzaki, Apo', 'Supporting'), ('12344', 'Kanzaki, Mammi', 'Supporting'), ('12351', 'Furu-Furu', 'Supporting'), ('12350', 'Crow', 'Supporting'), ('12347', 'Kanzaki, Rabi', 'Supporting'), ('12346', 'Kanzaki, Papa', 'Supporting')]"
2836,Chiisana Viking Vickie,78,Finished Airing,Spring,1974,Novel,24,G - All Ages,6.66,3928,9,Kids,['Historical'],"['Adventure', 'Comedy']","[('22', 'Nippon Animation')]",[],"[('12893', 'Vicke', 'Main'), ('27959', 'Ylvie', 'Main'), ('168561', 'Harvard', 'Supporting'), ('179813', 'Gorm', 'Supporting'), ('107135', 'Snorre', 'Supporting'), ('107133', 'Narrator', 'Supporting'), ('107117', 'Urobe', 'Supporting')]"
8139,Shin Minashigo Hutch,26,Finished Airing,Spring,1974,Unknown,24,G - All Ages,6.28,1531,1,NG,[],"['Adventure', 'Comedy', 'Drama']","[('103', 'Tatsunoko Production')]","[('3858', 'Konchuu Monogatari Minashigo Hutch')]","[('123893', 'Hutch', 'Main')]"
3834,Hoshi no Ko Chobin,26,Finished Airing,Spring,1974,Original,23,G - All Ages,6.08,1199,0,NG,[],"['Adventure', 'Sci-Fi']","[('435', 'Studio Zero')]",[],"[('172106', 'Usa-tan', 'Supporting')]"
11857,Judo Sanka,27,Finished Airing,Spring,1974,Unknown,24,G - All Ages,6.31,1004,2,Shounen,['Combat Sports'],['Sports'],[],[],[]
11213,Hoshi no Ko Poron,260,Finished Airing,Spring,1974,Unknown,5,PG - Children,6.05,678,0,NG,[],['Sci-Fi'],[],[],[]
23347,Gan to Gon,260,Finished Airing,Spring,1974,Unknown,5,G - All Ages,N/A,524,1,Kids,[],['Comedy'],[],[],[]
10887,Dame Oyaji,26,Finished Airing,Spring,1974,Manga,25,PG-13 - Teens 13 or older,N/A,523,0,NG,[],"['Comedy', 'Slice of Life']","[('452', 'Knack Productions')]",[],"[('150542', 'Amano, Damesuke', 'Main'), ('150543', 'Amano, Takobou', 'Supporting')]"
20233,Tonari no Tamageta-kun,60,Finished Airing,Spring,1974,Unknown,5,PG - Children,N/A,477,0,NG,[],"['Comedy', 'Sci-Fi']",[],[],"[('90575', 'Tamageta', 'Main'), ('90579', 'Kitsune', 'Supporting'), ('90577', 'Helmekko', 'Supporting')]"
9522,Zero Tester: Chikyuu wo Mamore!,28,Finished Airing,Summer,1974,Unknown,24,PG-13 - Teens 13 or older,5.72,1068,1,NG,['Mecha'],"['Action', 'Adventure', 'Sci-Fi']","[('14', 'Sunrise')]","[('9520', 'Zero Tester')]","[('142287', 'Fubuki, Shin', 'Main'), ('142291', 'Lisa', 'Supporting'), ('142290', 'Kenmotsu, Tsutomu', 'Supporting'), ('142289', 'Hiroshi', 'Supporting'), ('142288', 'Tachibana, Dr.', 'Supporting'), ('39799', 'Narrator', 'Supporting')]"
1650,Uchuu Senkan Yamato,26,Finished Airing,Fall,1974,Original,25,PG-13 - Teens 13 or older,7.54,29680,218,NG,"['Adult Cast', 'Military', 'Space']","['Action', 'Adventure', 'Award Winning', 'Drama', 'Sci-Fi']","[('86', 'Group TAC')]","[('1651', 'Uchuu Senkan Yamato 2')]","[('6770', 'Okita, Juuzou', 'Main'), ('6769', 'Kodai, Susumu', 'Main'), ('42782', 'Desler, Aberdt', 'Main'), ('42714', 'Mori, Yuki', 'Main'), ('42964', 'Sanada, Shirou', 'Main'), ('42711', 'Shima, Daisuke', 'Main'), ('87481', 'Domel, Elk', 'Supporting'), ('44931', 'Analyzer', 'Supporting'), ('59147', 'Kodai, Mamoru', 'Supporting'), ('42961', 'Sado, Sakezou', 'Supporting')]"
5658,Great Mazinger,56,Finished Airing,Fall,1974,Manga,25,PG-13 - Teens 13 or older,7.04,6600,22,Shounen,['Mecha'],"['Action', 'Sci-Fi']","[('18', 'Toei Animation')]","[('2253', 'Mazinger Z')]","[('24943', 'Tsurugi, Tetsuya', 'Main'), ('83677', 'Honoo, Jun', 'Main'), ('7372', 'Kabuto, Kouji', 'Supporting'), ('14500', 'Boss', 'Supporting'), ('20201', 'Yumi, Sayaka', 'Supporting'), ('25244', 'Archduke Gorgon', 'Supporting'), ('5734', 'Kabuto, Shiro', 'Supporting'), ('25242', 'Kabuto, Kenzo', 'Supporting'), ('165778', 'Marquis Janus', 'Supporting'), ('23257', 'Mucha', 'Supporting')]"
2827,Calimero,45,Finished Airing,Fall,1974,Other,25,G - All Ages,6.24,4254,5,NG,[],['Comedy'],"[('18', 'Toei Animation')]","[('7004', 'Shin Calimero')]","[('47185', 'Calimero', 'Main'), ('47187', 'Priscilla', 'Main'), ('155577', 'Professor Owl', 'Supporting'), ('74880', 'Jobatta, Peter', 'Supporting')]"
2823,Barbapapa,45,Finished Airing,Fall,1974,Picture book,5,PG - Children,6.24,2973,8,NG,[],"['Comedy', 'Fantasy']","[('363', 'Topcraft')]","[('19959', 'Barbapapa (1977)')]","[('3405', 'Barbapapa', 'Main'), ('3408', 'Barbabelle', 'Main'), ('3407', 'Barbamama', 'Main'), ('102493', 'Narrator', 'Supporting'), ('3406', 'Barbazoo', 'Supporting')]"
4808,Hurricane Polymar,26,Finished Airing,Fall,1974,Original,25,PG-13 - Teens 13 or older,6.48,2832,5,NG,"['Detective', 'Super Power']","['Action', 'Adventure', 'Sci-Fi']","[('103', 'Tatsunoko Production')]",[],"[('57171', 'Yoroi, Takeshi', 'Main'), ('57169', 'Kuruma, Joe', 'Main'), ('57167', 'Nanba, Teru', 'Main'), ('85095', 'Narrator', 'Supporting')]"
6397,Tentoumushi no Uta,104,Finished Airing,Fall,1974,Manga,25,G - All Ages,6.18,1283,3,NG,[],"['Adventure', 'Slice of Life']","[('103', 'Tatsunoko Production')]",[],"[('21446', 'Isshuu, Mizuo', 'Main'), ('21450', 'Isshuu, Tsuchimaru', 'Main'), ('21449', 'Isshuu, Kintaro', 'Main'), ('21447', 'Isshuu, Kaji', 'Main'), ('21445', 'Isshuu, Tsukimi', 'Main'), ('21448', 'Isshuu, Mokusuke', 'Main'), ('21451', 'Yoichi', 'Supporting'), ('21452', 'Soroku', 'Supporting')]"
8763,Hajime Ningen Gyatoruz,77,Finished Airing,Fall,1974,Manga,24,PG-13 - Teens 13 or older,6.07,1274,3,NG,['Historical'],['Comedy'],"[('65', 'Tokyo Movie Shinsha')]",[],"[('143834', 'Gon', 'Main'), ('143838', 'Grim Reaper', 'Supporting'), ('143837', 'Piko-chan', 'Supporting'), ('143836', 'Father', 'Supporting'), ('143835', 'Mother', 'Supporting'), ('143833', 'Dotechin', 'Supporting')]"
6701,Jim Button,26,Finished Airing,Fall,1974,Book,23,PG - Children,6.12,605,0,Kids,[],"['Adventure', 'Fantasy']","[('191', 'Eiken')]",[],"[('23386', 'Button, Jim', 'Main'), ('121961', 'Pokko', 'Supporting'), ('121963', 'Captain Kid', 'Supporting')]"
4598,Urikupen Kyuujo-tai,156,Finished Airing,Fall,1974,Original,5,G - All Ages,N/A,581,0,Kids,[],"['Adventure', 'Comedy']","[('103', 'Tatsunoko Production')]",[],"[('134144', 'Dear, Donny', 'Main'), ('134141', 'Penguin, Pete', 'Main'), ('134140', 'Squirrel, Scooter', 'Main'), ('134143', 'Hog, Harry', 'Main'), ('134142', 'Bear, Barney', 'Main'), ('134139', 'Rabbit, Seitarou', 'Main'), ('139152', 'Narrator', 'Supporting'), ('134145', 'Pigeon, Petula', 'Supporting')]"
2553,Flanders no Inu,52,Finished Airing,Winter,1975,Novel,26,G - All Ages,7.36,8329,32,NG,"['Historical', 'Pets', 'Visual Arts']","['Drama', 'Slice of Life']","[('22', 'Nippon Animation')]",[],"[('19688', 'Patrasche', 'Main'), ('30244', 'Daas, Nello', 'Main'), ('39165', 'Cogez, Alois', 'Main'), ('39164', 'Daas, Jehan', 'Supporting'), ('170882', 'Cogez, Baas', 'Supporting'), ('107121', 'Narrator', 'Supporting')]"
10282,Manga Nippon Mukashibanashi,12,Finished Airing,Winter,1975,Unknown,25,G - All Ages,6.01,1112,0,NG,['Historical'],[],[],"[('6277', 'Manga Nippon Mukashibanashi (1976)')]",[]
23349,Kirin Monoshiri Yakata,1565,Finished Airing,Winter,1975,Unknown,5,PG - Children,5.57,790,1,Kids,[],[],[],[],"[('154293', 'Neko-yaku', 'Main')]"
2571,Mitsubachi Maya no Bouken,52,Finished Airing,Spring,1975,Book,25,G - All Ages,6.54,10592,35,Kids,[],"['Adventure', 'Comedy']","[('22', 'Nippon Animation')]","[('8373', 'Shin Mitsubachi Maya no Bouken')]","[('12540', 'Maya', 'Main'), ('20192', 'Willi', 'Main'), ('16411', 'Phillip', 'Main'), ('248015', 'Stick insect', 'Supporting'), ('248013', 'Mrs. Swallowtail', 'Supporting'), ('248012', 'Dr. Henry', 'Supporting'), ('248011', 'Carabid Beetle', 'Supporting'), ('248008', 'Harriet', 'Supporting'), ('248014', 'Hornet Queen', 'Supporting'), ('248005', 'Kitty', 'Supporting')]"
5267,Gamba no Bouken,26,Finished Airing,Spring,1975,Novel,24,G - All Ages,7.17,5023,33,Kids,['Anthropomorphic'],"['Adventure', 'Suspense']","[('65', 'Tokyo Movie Shinsha')]",[],"[('19086', 'Gamba', 'Main'), ('120729', 'Ikasama', 'Main'), ('141652', 'Bobo', 'Main'), ('120725', 'Gakusha', 'Main'), ('132539', 'Yoisho', 'Main'), ('120733', 'Shijin', 'Main'), ('120741', 'Chuuta', 'Main'), ('170827', 'Noroi', 'Supporting'), ('170810', 'Gaido', 'Supporting'), ('170809', 'Pyon', 'Supporting')]"
4486,Getter Robo G,39,Finished Airing,Spring,1975,Manga,24,PG-13 - Teens 13 or older,6.48,3718,7,Shounen,['Mecha'],"['Action', 'Sci-Fi']","[('18', 'Toei Animation')]","[('3579', 'Getter Robo')]","[('6107', 'Nagare, Ryouma', 'Main'), ('8663', 'Jin, Hayato', 'Main'), ('8662', 'Kuruma, Benkei', 'Main'), ('17723', 'Professor Saotome', 'Supporting'), ('25613', 'Saotome, Michiru', 'Supporting'), ('131736', 'Saotome, Genki', 'Supporting')]"
2128,Yuusha Raideen,50,Finished Airing,Spring,1975,Original,24,PG-13 - Teens 13 or older,6.36,3454,7,NG,['Mecha'],"['Action', 'Adventure', 'Sci-Fi']","[('14', 'Sunrise')]",[],"[('47333', 'Hibiki, Akira', 'Main'), ('121791', 'Barao', 'Main'), ('121787', 'Asuka, Rei', 'Supporting'), ('121815', 'Hibiki, Kyuuzou', 'Supporting'), ('121813', 'Hibiki, Ichirou', 'Supporting'), ('121817', 'Koppe', 'Supporting'), ('121821', 'Tobi, Shun', 'Supporting'), ('121825', 'Gildeen', 'Supporting'), ('121823', 'Nosuke', 'Supporting'), ('121811', 'Agyaaru Shougun', 'Supporting')]"
3054,La Seine no Hoshi,39,Finished Airing,Spring,1975,Other,23,G - All Ages,6.54,3021,6,NG,['Historical'],"['Action', 'Adventure', 'Drama']","[('14', 'Sunrise')]",[],"[('89851', 'Simone', 'Main'), ('89849', 'de Forge, Robert', 'Main'), ('120461', 'Charlotte', 'Supporting'), ('125731', 'Louis', 'Supporting'), ('120453', 'Dorzhiev', 'Supporting'), ('120449', 'Duke Bayonne', 'Supporting'), ('120455', 'Carlo', 'Supporting'), ('120451', 'Doctor', 'Supporting'), ('120459', 'Daemon', 'Supporting'), ('125730', 'Annie', 'Supporting')]"
2575,Don Chuck Monogatari,26,Finished Airing,Spring,1975,Original,25,G - All Ages,5.91,1597,4,Kids,[],"['Adventure', 'Slice of Life']","[('452', 'Knack Productions')]","[('23393', 'Shin Don Chuck Monogatari')]","[('174642', 'Don Chuck', 'Main'), ('203778', 'Don Aristotel', 'Supporting'), ('189613', 'Mr. Mee', 'Supporting'), ('170225', 'Lala', 'Supporting')]"
20223,Shounen Tokugawa Ieyasu,20,Finished Airing,Spring,1975,Unknown,25,None,N/A,878,0,Shounen,['Historical'],['Drama'],"[('18', 'Toei Animation')]",[],"[('90565', 'Tokugawa, Ieyasu', 'Main'), ('90563', 'Koi, Kiyoshi', 'Supporting'), ('90561', 'Narrator', 'Supporting')]"
1458,Uchuu no Kishi Tekkaman,26,Finished Airing,Summer,1975,Original,25,G - All Ages,6.16,3784,4,NG,"['Mecha', 'Space']","['Action', 'Adventure', 'Sci-Fi']","[('103', 'Tatsunoko Production')]",[],"[('38978', 'Minami, Johji', 'Main'), ('39080', 'Amachi, Hiromi', 'Main'), ('38980', 'Mutan', 'Main'), ('31347', 'Umeda, Andro', 'Main'), ('38979', 'Rambos', 'Supporting'), ('39407', 'Narrator', 'Supporting'), ('39081', 'Doburai', 'Supporting')]"
11421,Iruka to Shounen,13,Finished Airing,Summer,1975,Unknown,25,PG - Children,N/A,530,2,Kids,['Anthropomorphic'],['Adventure'],"[('191', 'Eiken')]",[],[]
1985,UFO Robo Grendizer,74,Finished Airing,Fall,1975,Manga,25,PG-13 - Teens 13 or older,7.55,12811,133,NG,['Mecha'],"['Action', 'Sci-Fi']","[('18', 'Toei Animation')]",[],"[('7372', 'Kabuto, Kouji', 'Main'), ('7368', 'Fleed, Duke', 'Main'), ('42644', 'Fleed, Grace Maria', 'Main'), ('82315', 'Makiba, Hikaru', 'Main'), ('160117', 'Gandal', 'Main'), ('14500', 'Boss', 'Supporting'), ('203087', 'Makiba, Danbei', 'Supporting'), ('108289', 'Zuril', 'Supporting'), ('213805', 'Beetle', 'Supporting'), ('160116', 'Blacky', 'Supporting')]"
2825,Arabian Nights: Sindbad no Bouken (TV),52,Finished Airing,Fall,1975,Book,24,R+ - Mild Nudity,7.21,7834,28,NG,['Historical'],"['Adventure', 'Fantasy', 'Romance']","[('22', 'Nippon Animation')]",[],"[('9683', 'Sindbad', 'Main'), ('123579', 'Alibaba', 'Main'), ('123595', 'Shera', 'Supporting'), ('123593', 'Hassan', 'Supporting'), ('123597', 'Satyajit', 'Supporting'), ('123599', 'Ningyo, Hime', 'Supporting'), ('123591', 'Tabasa', 'Supporting'), ('123589', 'Baruba', 'Supporting'), ('123583', 'Koori no Maou', 'Supporting'), ('123585', 'Sugar', 'Supporting')]"
4198,Koutetsu Jeeg,46,Finished Airing,Fall,1975,Original,22,PG-13 - Teens 13 or older,7.0,3978,12,NG,"['Mecha', 'Mythology']","['Action', 'Fantasy', 'Sci-Fi']","[('18', 'Toei Animation')]","[('2157', 'Koutetsushin Jeeg')]","[('19321', 'Shiba, Hiroshi', 'Main'), ('19322', 'Uzuki, Miwa', 'Main'), ('39357', 'Queen Himika', 'Supporting'), ('158264', 'Ikima', 'Supporting'), ('153029', 'Shiba, Mayumi', 'Supporting'), ('153030', 'Shiba, Kikue', 'Supporting')]"
3915,Time Bokan,61,Finished Airing,Fall,1975,Original,24,G - All Ages,6.39,3141,2,NG,['Mecha'],"['Adventure', 'Comedy']","[('103', 'Tatsunoko Production')]",[],"[('77665', 'Majo', 'Main'), ('9336', 'Junko', 'Main'), ('77929', 'Warusa', 'Main'), ('9338', 'Dr. Kieda', 'Main'), ('9337', 'C-robot', 'Main'), ('9335', 'Tanpei', 'Main'), ('77589', 'Grocky', 'Main'), ('9339', 'Perasuke', 'Main'), ('79085', 'Otake-san', 'Supporting'), ('8596', 'Narrator', 'Supporting')]"
4935,Ikkyuu-san,296,Finished Airing,Fall,1975,Unknown,25,G - All Ages,6.83,2869,4,Kids,['Historical'],['Comedy'],"[('18', 'Toei Animation')]",[],"[('151547', 'Sayo-chan', 'Main'), ('82109', 'Ikkyuu', 'Main'), ('248782', 'Ninagawa, Shinemon', 'Supporting'), ('248783', 'Gaikan-Osho', 'Supporting'), ('248785', 'Gojou, Tsuyu', 'Supporting'), ('249843', 'Sue-hime', 'Supporting'), ('245116', 'Kikyoya, Rihei', 'Supporting'), ('245113', 'Kikyoya, Yayoi', 'Supporting'), ('173031', 'Narrator', 'Supporting'), ('243406', 'Ashikaga, Yoshimitsu', 'Supporting')]"
11268,Ganso Tensai Bakabon,103,Finished Airing,Fall,1975,Manga,24,G - All Ages,6.28,1564,4,NG,['Gag Humor'],"['Comedy', 'Slice of Life']",[],"[('6468', 'Tensai Bakabon')]","[('51529', 'Bakabon no Papa', 'Main'), ('51533', 'Rerere no Ojisan', 'Main'), ('51531', 'Bakabon no Mama', 'Main'), ('51525', 'Bakabon', 'Main'), ('51527', 'Hajime-chan', 'Main'), ('51537', 'Unagi-Inu', 'Supporting'), ('51535', 'Omawari-san', 'Supporting')]"
5104,Andes Shounen Pepero no Bouken,26,Finished Airing,Fall,1975,Unknown,24,PG - Children,6.59,1539,1,NG,[],['Adventure'],[],[],"[('123561', 'Pepero', 'Main'), ('123567', 'Titicaca', 'Supporting'), ('227465', 'Sunfun', 'Supporting'), ('227466', 'Azteco&#039;s Father', 'Supporting'), ('227467', 'Azteco&#039;s Mother', 'Supporting'), ('123577', 'Innes', 'Supporting'), ('227468', 'Lily', 'Supporting'), ('123573', 'Anita', 'Supporting'), ('123565', 'Kui', 'Supporting'), ('123569', 'Aztec', 'Supporting')]"
3822,Sougen no Shoujo Laura,26,Finished Airing,Fall,1975,Other,24,G - All Ages,6.2,1336,0,NG,['Historical'],['Adventure'],"[('22', 'Nippon Animation')]",[],"[('34741', 'Ingalls, Laura', 'Main'), ('48771', 'Ingalls, Mary', 'Supporting')]"
8240,Wanpaku Oomukashi Kum Kum,26,Finished Airing,Fall,1975,Original,25,G - All Ages,6.03,1003,0,Kids,['Historical'],"['Adventure', 'Comedy']","[('14', 'Sunrise')]",[],"[('125585', 'Kum-Kum', 'Main'), ('125588', 'Roman', 'Supporting'), ('125587', 'Furu-Furu', 'Supporting'), ('125586', 'Chiru-Chiru', 'Supporting'), ('125584', 'Aaron', 'Supporting'), ('125583', 'Paru-Paru', 'Supporting')]"
1663,Haha wo Tazunete Sanzenri,52,Finished Airing,Winter,1976,Book,26,G - All Ages,7.44,11688,53,NG,['Historical'],"['Adventure', 'Drama', 'Slice of Life']","[('22', 'Nippon Animation')]",[],"[('4381', 'Rossi, Marco', 'Main'), ('4385', 'Amedio', 'Supporting'), ('4386', 'Peppino, Fiorina', 'Supporting'), ('90627', 'Federico', 'Supporting'), ('4388', 'Emilio', 'Supporting'), ('4383', 'Rossi, Antonio', 'Supporting'), ('4384', 'Rossi, Pietro', 'Supporting'), ('4382', 'Rossi, Anna', 'Supporting'), ('4387', 'Peppino, Giulietta', 'Supporting'), ('90637', 'Leonardo', 'Supporting')]"
2545,Huckleberry no Bouken,26,Finished Airing,Winter,1976,Novel,25,G - All Ages,6.18,2440,2,NG,['Historical'],"['Adventure', 'Drama']","[('86', 'Group TAC')]",[],"[('9487', 'Finn, Huckleberry', 'Main'), ('9485', 'Sawyer, Tom', 'Main'), ('121763', 'Jim', 'Supporting'), ('224295', 'Charlotte', 'Supporting')]"
6277,Manga Nippon Mukashibanashi (1976),1471,Finished Airing,Winter,1976,Unknown,25,G - All Ages,6.1,2056,2,NG,['Historical'],['Fantasy'],"[('86', 'Group TAC')]","[('10282', 'Manga Nippon Mukashibanashi')]",[]
1068,Chou Denji Robo Combattler V,54,Finished Airing,Spring,1976,Original,25,PG-13 - Teens 13 or older,6.68,4325,14,NG,['Mecha'],"['Adventure', 'Sci-Fi']","[('14', 'Sunrise'), ('18', 'Toei Animation')]",[],"[('62915', 'Aoi, Hyouma', 'Main'), ('170235', 'Professor Yotsuya', 'Main'), ('62921', 'Kita, Kosuke', 'Main'), ('62917', 'Naniwa, Juuzou', 'Main'), ('28973', 'Nanbara, Chizuru', 'Main'), ('62919', 'Nisikawa, Daisaku', 'Main'), ('62925', 'Garuda', 'Supporting'), ('170234', 'Doctor Nanbara', 'Supporting'), ('62931', 'Dungele', 'Supporting'), ('62927', 'Miia', 'Supporting')]"
956,Daikuu Maryuu Gaiking,44,Finished Airing,Spring,1976,Original,24,PG-13 - Teens 13 or older,6.62,3042,4,NG,['Mecha'],"['Action', 'Adventure', 'Sci-Fi']","[('18', 'Toei Animation')]",[],"[('86125', 'Tsuwabuki, Sanshirou', 'Main'), ('147901', 'Professor Daimonji', 'Supporting'), ('144825', 'Hachirou', 'Supporting'), ('154600', 'Fujiyama, Midori', 'Supporting'), ('155408', 'Yamagatake', 'Supporting'), ('161947', 'Richardson, Pete', 'Supporting'), ('137628', 'Hayami, Bunta', 'Supporting'), ('72897', 'Desmont', 'Supporting'), ('59077', 'Fan, Li', 'Supporting'), ('72887', 'Asimov', 'Supporting')]"
2567,Pinocchio yori Piccolino no Bouken,52,Finished Airing,Spring,1976,Novel,24,G - All Ages,6.29,2576,3,Kids,[],['Adventure'],"[('22', 'Nippon Animation')]",[],"[('40255', 'Piccolino', 'Main')]"
3361,UFO Senshi Dai Apolon,26,Finished Airing,Spring,1976,Original,24,PG-13 - Teens 13 or older,5.89,1601,3,NG,['Mecha'],"['Action', 'Sci-Fi']","[('191', 'Eiken'), ('1383', 'Studio Live')]","[('10815', 'UFO Senshi Dai Apolon 2')]","[('77831', 'Takeshi', 'Main'), ('77837', 'Goro', 'Main'), ('77833', 'Matsuo', 'Main'), ('77835', 'Miki', 'Main'), ('157662', 'Dazan Soutou', 'Supporting'), ('157660', 'General Joket', 'Supporting'), ('157661', 'Balai', 'Supporting'), ('157659', 'Qeen Apolon', 'Supporting'), ('157664', 'Enchou-sensei', 'Supporting'), ('139112', 'Narrator', 'Supporting')]"
7551,Gowapper 5 Gordam,36,Finished Airing,Spring,1976,Original,24,PG-13 - Teens 13 or older,6.06,1360,1,NG,['Mecha'],"['Action', 'Adventure', 'Sci-Fi']","[('103', 'Tatsunoko Production')]",[],"[('130786', 'Tsunami, Gou', 'Main'), ('130784', 'Misaki, Youko', 'Main'), ('130783', 'Koishikawa, Goemon', 'Main'), ('130779', 'Kameyama, Daikichi', 'Main'), ('130776', 'Kawaguchi, Norisuke', 'Main'), ('130785', 'Shima, Sentarou', 'Supporting'), ('130787', 'Jigokuda, Emperor', 'Supporting'), ('130788', 'Arafune', 'Supporting'), ('130782', 'Shougun Maguda', 'Supporting'), ('130781', 'Father Daikichi', 'Supporting')]"
10562,Machine Hayabusa,21,Finished Airing,Spring,1976,Original,23,PG-13 - Teens 13 or older,6.1,1188,1,NG,['Racing'],['Action'],"[('18', 'Toei Animation')]",[],"[('123960', 'Hayabusa, Ken', 'Main'), ('123958', 'Dr. Saionji', 'Supporting'), ('123959', 'Mutsu, Gorou', 'Supporting'), ('123957', 'Saionji, Sakura', 'Supporting'), ('123956', 'Kamikaze, Hiroshi', 'Supporting'), ('123955', 'Iwata, Tetsuo', 'Supporting'), ('123954', 'Yamato, Shingo', 'Supporting')]"
23351,Youkaiden Nekome Kozou,25,Finished Airing,Spring,1976,Manga,25,G - All Ages,5.83,1154,0,Seinen,['Psychological'],"['Adventure', 'Horror', 'Supernatural']",[],[],"[('90183', 'Cat Eyed Boy', 'Main')]"
23393,Shin Don Chuck Monogatari,73,Finished Airing,Spring,1976,Unknown,25,G - All Ages,6.18,1152,3,Kids,[],"['Adventure', 'Slice of Life']","[('452', 'Knack Productions')]","[('2575', 'Don Chuck Monogatari')]","[('174642', 'Don Chuck', 'Main')]"
5829,Blocker Gundan IV Machine Blaster,38,Finished Airing,Summer,1976,Original,23,PG-13 - Teens 13 or older,5.83,1536,0,NG,['Mecha'],"['Action', 'Sci-Fi']","[('22', 'Nippon Animation'), ('242', 'Ashi Productions')]",[],[]
5131,Groizer X,36,Finished Airing,Summer,1976,Unknown,25,G - All Ages,6.13,1205,6,NG,['Mecha'],['Sci-Fi'],"[('452', 'Knack Productions')]",[],"[('157161', 'Yan, Rita', 'Main'), ('157160', 'Kaisaka, Joe', 'Main'), ('150871', 'Asuka, Hideki', 'Supporting')]"
39119,Manga Furusato Mukashibanashi,26,Finished Airing,Summer,1976,Other,25,G - All Ages,N/A,325,0,Kids,"['Historical', 'Samurai']","['Adventure', 'Fantasy']",[],[],[]
2800,Candy Candy,115,Finished Airing,Fall,1976,Manga,25,G - All Ages,7.57,32159,458,Shoujo,['Historical'],"['Drama', 'Romance']","[('18', 'Toei Animation')]",[],"[('5459', 'White Adley, Candice', 'Main'), ('13906', 'G. Grandchester, Terrence', 'Main'), ('9069', 'Brown, Anthony', 'Main'), ('24405', 'Albert', 'Main'), ('122275', 'Kurin', 'Main'), ('13908', 'Cornwell, Alistair', 'Supporting'), ('9068', 'Brighton, Annie', 'Supporting'), ('13907', 'Cornwell, Archibald', 'Supporting'), ('34398', 'Marlowe, Susanna', 'Supporting'), ('13944', 'Leagan, Neil', 'Supporting')]"
6262,Manga Sekai Mukashibanashi,127,Finished Airing,Fall,1976,Unknown,30,G - All Ages,6.96,2336,7,NG,['Historical'],"['Adventure', 'Drama', 'Fantasy']","[('11', 'Madhouse')]",[],[]
3932,Magnerobo Ga-Keen,39,Finished Airing,Fall,1976,Original,24,PG-13 - Teens 13 or older,6.22,1710,0,NG,['Mecha'],"['Action', 'Sci-Fi']","[('18', 'Toei Animation')]",[],"[('9423', 'Kazuki, Mai', 'Main'), ('9422', 'Houjou, Takeru', 'Main'), ('9424', 'Kazuki, Mamoru', 'Supporting'), ('127678', 'Mine Hakase', 'Supporting'), ('127679', 'Izawaru Hoshi Teiou', 'Supporting'), ('127680', 'Hoshi Hakase', 'Supporting'), ('127682', 'Shadow Taichou', 'Supporting'), ('127681', 'Hizen, Kaoru', 'Supporting'), ('127677', 'Cockrow Shougun', 'Supporting'), ('127675', 'Houjou, Touru', 'Supporting')]"
