id,naslov,število epizod,status,sezona premiere,leto premiere,vir,dolzina epizode v minutah,oznaka,ocena,člani,favoritizacije,demografika,teme,žanri,studii,povezani vnosi,glavni liki
32630,Coral no Tanken,50,Finished Airing,Spring,1979,Other,25,G - All Ages,N/A,389,0,Kids,['Music'],['Adventure'],[],[],[]
6012,Kinpatsu no Jeanie,13,Finished Airing,Summer,1979,Novel,25,G - All Ages,5.9,1327,0,NG,['Historical'],['Drama'],"[('315', 'DAX Production')]",[],"[('99253', 'McBee, Robert', 'Main'), ('99251', 'Reed, Jeanie', 'Main'), ('156754', 'Billy', 'Supporting'), ('156755', 'Betty', 'Supporting'), ('156752', 'Narrator', 'Supporting'), ('128005', 'Tiger', 'Supporting'), ('99257', 'Reed, Catherine', 'Supporting'), ('99259', 'Reed, Gloria', 'Supporting'), ('99255', 'Reed, James', 'Supporting')]"
10965,Kagaku Bouken-tai Tansar 5,34,Finished Airing,Summer,1979,Unknown,24,PG-13 - Teens 13 or older,6.01,913,0,NG,[],"['Adventure', 'Mystery', 'Sci-Fi', 'Supernatural']","[('14', 'Sunrise')]",[],"[('163953', 'Hajime', 'Main'), ('177947', 'Yuito', 'Main'), ('163954', 'Ryuu', 'Main'), ('163939', 'Rui', 'Main'), ('163942', 'Daichi', 'Main'), ('163951', 'Narrator', 'Supporting'), ('163941', 'Commander', 'Supporting')]"
338,Versailles no Bara,40,Finished Airing,Fall,1979,Manga,24,PG-13 - Teens 13 or older,8.33,100516,3069,Shoujo,"['Historical', 'Military']","['Drama', 'Romance']","[('65', 'Tokyo Movie Shinsha')]",[],"[('1700', 'de Jarjayes, Oscar François', 'Main'), ('1699', 'Grandier, André', 'Main'), ('1701', 'Antoinette, Marie', 'Main'), ('2924', 'Lamorlière, Rosalie', 'Main'), ('2923', 'von Fersen, Hans Axel', 'Main'), ('6424', 'Valois de la Motte, Jeanne', 'Supporting'), ('1702', 'de Soisson, Alain', 'Supporting'), ('1704', 'Robespierre, Maximilien', 'Supporting'), ('12579', 'du Barry, Jeanne Becu', 'Supporting'), ('8149', 'de Polignac, Charlotte', 'Supporting')]"
6375,Kagaku Ninja-tai Gatchaman F,48,Finished Airing,Fall,1979,Unknown,24,PG-13 - Teens 13 or older,6.47,2857,5,NG,[],"['Action', 'Adventure', 'Sci-Fi']","[('103', 'Tatsunoko Production')]","[('6374', 'Kagaku Ninja-tai Gatchaman II')]","[('17951', 'Washio, Ken', 'Main'), ('17952', 'Asakura, Joe', 'Main'), ('17953', 'Jun', 'Main'), ('17955', 'Nakanishi, Ryu', 'Main'), ('17954', 'Jinpei', 'Main'), ('17956', 'Kozaburou, Nambu', 'Main'), ('123219', 'Sousai Z', 'Supporting')]"
5763,Uchuu Kuubo Blue Noah,24,Finished Airing,Fall,1979,Original,26,PG - Children,6.47,2430,3,NG,"['Military', 'Space']","['Action', 'Drama', 'Sci-Fi']","[('589', 'Academy Productions')]",[],"[('94067', 'Domon, Ei', 'Main'), ('94063', 'Domon, Kei', 'Main'), ('94061', 'Izumi, Hiroshi', 'Main'), ('94059', 'Jurgens', 'Main'), ('94057', 'Kusaka, Shin', 'Main'), ('94071', 'Narrator', 'Supporting'), ('94069', 'Tamura, Michiro', 'Supporting')]"
5091,Manga Sarutobi Sasuke,24,Finished Airing,Fall,1979,Original,20,PG - Children,6.75,2229,18,NG,['Historical'],"['Adventure', 'Comedy', 'Supernatural']",[],[],"[('134017', 'Sasuke', 'Main'), ('183162', 'Hattori, Hanzou', 'Supporting')]"
4199,Entaku no Kishi Monogatari: Moero Arthur,30,Finished Airing,Fall,1979,Unknown,24,PG-13 - Teens 13 or older,6.35,2213,5,NG,['Historical'],"['Adventure', 'Drama', 'Romance']","[('18', 'Toei Animation')]","[('4614', 'Moero Arthur: Hakuba no Ouji')]","[('42360', 'Arthur, King', 'Main'), ('158674', 'Lavic', 'Supporting'), ('158673', 'Uther', 'Supporting'), ('158672', 'Medessa', 'Supporting'), ('158675', 'Lancelot', 'Supporting'), ('158676', 'Leodegrance', 'Supporting'), ('158678', 'Igraine', 'Supporting'), ('158677', 'Archbishop', 'Supporting'), ('158671', 'Merlin', 'Supporting'), ('158670', 'Pellinore', 'Supporting')]"
3877,Sasurai no Shoujo Nell,26,Finished Airing,Fall,1979,Novel,24,G - All Ages,6.31,2145,1,NG,['Historical'],['Adventure'],"[('315', 'DAX Production')]",[],"[('120595', 'Mr. Trent', 'Main'), ('120591', 'Nell', 'Main'), ('238934', 'Mack', 'Supporting'), ('238935', 'Roy', 'Supporting'), ('238936', 'Williams, Gill', 'Supporting'), ('238960', 'Father Baker', 'Supporting'), ('238821', 'Father Bachelor', 'Supporting'), ('175816', 'Narrator', 'Supporting'), ('120593', 'Mystery Man', 'Supporting'), ('120597', 'Quilp, Daniel', 'Supporting')]"
5022,Toushi Gordian,73,Finished Airing,Fall,1979,Original,25,G - All Ages,6.29,1580,2,NG,['Mecha'],"['Action', 'Sci-Fi']","[('103', 'Tatsunoko Production')]",[],"[('213743', 'Hawk, Barry', 'Supporting')]"
6261,Koguma no Misha,26,Finished Airing,Fall,1979,Original,24,PG - Children,5.99,985,2,Kids,[],"['Adventure', 'Comedy', 'Drama']","[('22', 'Nippon Animation')]",[],"[('20728', 'Misha', 'Main'), ('123419', 'Misha&#039;s Mama', 'Supporting'), ('123413', 'Nyaago', 'Supporting'), ('123415', 'Congo', 'Supporting'), ('123417', 'Mirumiru', 'Supporting'), ('123411', 'Tiger', 'Supporting'), ('123409', 'Village Chief', 'Supporting'), ('123403', 'Nekosukii', 'Supporting'), ('123405', 'Toragon', 'Supporting'), ('123407', 'Natasha', 'Supporting')]"
2577,Tom Sawyer no Bouken,49,Finished Airing,Winter,1980,Book,25,G - All Ages,7.3,9789,67,NG,['Historical'],"['Adventure', 'Drama', 'Slice of Life']","[('22', 'Nippon Animation')]",[],"[('9485', 'Sawyer, Tom', 'Main'), ('9487', 'Finn, Huckleberry', 'Main'), ('102237', 'Thatcher, Rebecca', 'Main'), ('121769', 'Injun Joe', 'Supporting'), ('102239', 'Sawyer, Mary', 'Supporting'), ('242136', 'Dr. Robinson', 'Supporting'), ('242137', 'Garlic, Davit', 'Supporting'), ('242135', 'Lawrence, Amy', 'Supporting'), ('242138', 'Phelps, Oscar', 'Supporting'), ('242140', 'Prosecutor', 'Supporting')]"
2151,Nils no Fushigi na Tabi,52,Finished Airing,Winter,1980,Novel,25,G - All Ages,7.11,7513,30,Kids,[],"['Adventure', 'Fantasy']","[('1', 'Pierrot')]",[],"[('14472', 'Holgersson, Nils', 'Main'), ('120547', 'Gacho', 'Supporting'), ('120549', 'Gorgo', 'Supporting'), ('120551', 'Mats', 'Supporting'), ('120545', 'Kawauso', 'Supporting'), ('120543', 'Gunnar', 'Supporting'), ('120539', 'Nil&#039;s Mother', 'Supporting'), ('120541', 'Ten', 'Supporting'), ('120537', 'Gusta', 'Supporting')]"
3878,Mahou Shoujo Lalabel,49,Finished Airing,Winter,1980,Original,24,G - All Ages,6.48,2823,6,NG,['Mahou Shoujo'],"['Comedy', 'Slice of Life']","[('18', 'Toei Animation')]",[],"[('73285', 'Lalabel', 'Main'), ('123984', 'Takabayashi, Biscus', 'Main'), ('123980', 'Takemura, Hanako', 'Supporting'), ('123979', 'Takemura, Takeo', 'Supporting'), ('123981', 'Ryounen, Oshou', 'Supporting'), ('123982', 'Hanazono, Kaede', 'Supporting'), ('123983', 'Yuri, Tsubomi', 'Supporting'), ('123978', 'Sakura, Megumu', 'Supporting'), ('123977', 'Sakura, Minoru', 'Supporting'), ('123973', 'Tsubaki, Mikio', 'Supporting')]"
4536,Muteki Robo Trider G7,50,Finished Airing,Winter,1980,Original,24,G - All Ages,6.39,1854,2,NG,"['Mecha', 'Space']","['Comedy', 'Sci-Fi']","[('14', 'Sunrise')]",[],"[('145357', 'Watta, Takeo', 'Main'), ('145350', 'Takeo, Kayo', 'Supporting'), ('145361', 'Adachi', 'Supporting'), ('145360', 'Donma', 'Supporting'), ('145359', 'Yar', 'Supporting'), ('145358', 'Jilva', 'Supporting'), ('145362', 'Dulcin', 'Supporting'), ('145365', 'Cloud', 'Supporting'), ('145364', 'Jackal', 'Supporting'), ('145363', 'Zulu', 'Supporting')]"
3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit,26,Finished Airing,Winter,1980,Unknown,25,G - All Ages,6.3,1793,5,NG,[],"['Adventure', 'Comedy', 'Fantasy']","[('103', 'Tatsunoko Production')]",[],"[('75736', 'Belfy', 'Main'), ('75734', 'Lillibit', 'Main'), ('75742', 'Moki', 'Supporting'), ('125139', 'Ronji', 'Supporting'), ('125140', 'Witch Margie', 'Supporting'), ('125141', 'Rock', 'Supporting'), ('125121', 'Mayor Maymond', 'Supporting'), ('125142', 'Marla', 'Supporting'), ('125120', 'Dokkorin', 'Supporting'), ('75740', 'Shimejiru', 'Supporting')]"
8553,Time Bokan Series: Time Patroltai Otasukeman,53,Finished Airing,Winter,1980,Unknown,25,G - All Ages,6.25,1589,0,NG,[],"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","[('103', 'Tatsunoko Production')]",[],"[('89445', 'Sekobicchi', 'Main'), ('89731', 'Hikaru', 'Main'), ('90071', 'Hinebot', 'Main'), ('89733', 'Nana', 'Main'), ('89569', 'Dowalski', 'Main'), ('89567', 'Atasha', 'Main'), ('89769', 'Chief Tonnan', 'Supporting'), ('89767', 'Gekigasuki', 'Supporting'), ('89765', 'Tonmanomanto', 'Supporting'), ('8596', 'Narrator', 'Supporting')]"
3876,Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,26,Finished Airing,Winter,1980,Other,25,G - All Ages,6.19,1556,2,NG,[],"['Adventure', 'Fantasy']","[('18', 'Toei Animation')]",[],"[('123967', 'Yoru no Jou', 'Supporting'), ('123968', 'Girl', 'Supporting'), ('123969', 'Mother', 'Supporting'), ('123970', 'Father', 'Supporting'), ('123966', 'Michiru', 'Supporting'), ('123965', 'Chiro', 'Supporting'), ('123962', 'Ojii-san', 'Supporting'), ('123963', 'Chiruchiru', 'Supporting'), ('123964', 'Chirett', 'Supporting'), ('123961', 'Narrator', 'Supporting')]"
32448,Kirin Ashita no Calendar,1306,Finished Airing,Winter,1980,Unknown,5,G - All Ages,5.83,627,0,Kids,['Historical'],[],[],[],"[('154293', 'Neko-yaku', 'Main')]"
17623,Futago no Monchhichi,130,Finished Airing,Winter,1980,Unknown,3,PG - Children,N/A,478,0,Kids,[],['Comedy'],[],[],[]
930,Densetsu Kyojin Ideon,39,Finished Airing,Spring,1980,Original,25,PG-13 - Teens 13 or older,7.05,18276,129,NG,"['Mecha', 'Space']","['Action', 'Drama', 'Sci-Fi']","[('14', 'Sunrise')]",[],"[('3067', 'Jordan, Bes', 'Main'), ('3068', 'Yuuki, Cosmo', 'Main'), ('3069', 'Ajiba, Karala', 'Main'), ('108369', 'Formossa, Sheryl', 'Main'), ('3070', 'Imhof, Kasha', 'Main'), ('108375', 'Zaral, Gije', 'Supporting'), ('108387', 'Piper, Lou', 'Supporting'), ('108381', 'Fatomu, Moera', 'Supporting'), ('36015', 'Narrator', 'Supporting'), ('108389', 'Afta, Deck', 'Supporting')]"
3137,Tsurikichi Sanpei,109,Finished Airing,Spring,1980,Manga,24,G - All Ages,7.07,5817,20,Shounen,[],"['Adventure', 'Sports']","[('22', 'Nippon Animation')]",[],"[('35541', 'Mihira, Sanpei', 'Main'), ('137400', 'Ayukawa, Gyoshin', 'Supporting'), ('137399', 'Kase, Masaharu', 'Supporting'), ('137398', 'Mihira, Ippei', 'Supporting'), ('137397', 'Takayama, Yuri', 'Supporting')]"
4933,Muu no Hakugei,26,Finished Airing,Spring,1980,Original,24,PG-13 - Teens 13 or older,6.29,2116,8,NG,[],"['Action', 'Fantasy', 'Sci-Fi']","[('65', 'Tokyo Movie Shinsha')]",[],"[('118601', 'Platos', 'Main'), ('183786', 'Shin', 'Supporting')]"
4183,Uchuu Taitei God Sigma,50,Finished Airing,Spring,1980,Unknown,25,PG-13 - Teens 13 or older,6.42,1874,3,NG,"['Mecha', 'Space']",['Action'],"[('18', 'Toei Animation')]",[],"[('154230', 'Toshiya, Dan', 'Main'), ('154236', 'Gagan', 'Supporting'), ('154235', 'Morikawa, Yuhei', 'Supporting'), ('154234', 'Gamoro', 'Supporting'), ('154237', 'Meisa', 'Supporting'), ('154238', 'Hannaa', 'Supporting'), ('154240', 'Jeela', 'Supporting'), ('154239', 'Robel', 'Supporting'), ('154233', 'Profeesor Kazami', 'Supporting'), ('154231', 'Rie, Haruhi', 'Supporting')]"
4614,Moero Arthur: Hakuba no Ouji,22,Finished Airing,Spring,1980,Unknown,24,PG-13 - Teens 13 or older,6.17,1432,1,NG,['Historical'],"['Adventure', 'Drama', 'Romance']","[('18', 'Toei Animation')]","[('4199', 'Entaku no Kishi Monogatari: Moero Arthur')]","[('42360', 'Arthur, King', 'Main'), ('120487', 'Guinevere', 'Supporting')]"
7808,Zukkoke Knight: Don De La Mancha,23,Finished Airing,Spring,1980,Unknown,30,G - All Ages,5.62,1157,3,NG,['Historical'],"['Adventure', 'Comedy', 'Romance']",[],[],"[('125948', 'Don Quixote', 'Main'), ('125950', 'Sancho', 'Main'), ('125949', 'Dulcinea', 'Supporting')]"
20199,Ganbare Gonbe,77,Finished Airing,Spring,1980,koma m,15,PG - Children,N/A,638,0,Kids,['Parody'],['Comedy'],[],[],"[('90475', 'Gonbe', 'Main'), ('90483', 'Santarou', 'Supporting'), ('90481', 'Monko', 'Supporting'), ('90479', 'Benkei', 'Supporting'), ('90477', 'Fuko', 'Supporting')]"
3213,Ganbare Genki,35,Finished Airing,Summer,1980,Manga,23,PG-13 - Teens 13 or older,7.29,3301,15,Shounen,['Combat Sports'],"['Comedy', 'Sports']","[('18', 'Toei Animation')]",[],"[('43354', 'Horiguchi, Genki', 'Main'), ('134133', 'Horiguchi, Hideki', 'Main'), ('125339', 'Ishida, Tomoko', 'Supporting'), ('173562', 'Tanuma, Aiko', 'Supporting'), ('140395', 'Tanuma, Kisaburou', 'Supporting'), ('111993', 'Ashikawa, Yuuko', 'Supporting')]"
1737,Uchuu Senshi Baldios,34,Finished Airing,Summer,1980,Unknown,25,PG-13 - Teens 13 or older,6.38,3069,6,NG,"['Mecha', 'Space']","['Action', 'Adventure', 'Drama', 'Sci-Fi']","[('242', 'Ashi Productions')]",[],"[('29538', 'Regan, Marine', 'Main'), ('166763', 'Aphrodia, Roza', 'Main'), ('166764', 'Hoshino, Jemmy', 'Main'), ('166766', 'Oliver, Jack', 'Main'), ('166765', 'Hokuto, Raita', 'Main'), ('156277', 'Narrator', 'Supporting'), ('175907', 'Torinomias', 'Supporting'), ('240747', 'Listle', 'Supporting'), ('240746', 'Latopi', 'Supporting'), ('240745', 'Milan', 'Supporting')]"
9906,Sue Cat,40,Finished Airing,Summer,1980,Other,13,PG - Children,6.0,1126,3,NG,"['Anthropomorphic', 'Music']",['Adventure'],"[('452', 'Knack Productions')]",[],"[('154603', 'Sue', 'Main'), ('154633', 'Torao', 'Supporting'), ('154634', 'Relative', 'Supporting'), ('154632', 'Billy', 'Supporting'), ('154631', 'Narrator', 'Supporting'), ('154605', 'Akai', 'Supporting'), ('154604', 'Maria', 'Supporting')]"
2921,Ashita no Joe 2,47,Finished Airing,Fall,1980,Manga,24,PG-13 - Teens 13 or older,8.73,53712,2754,Shounen,['Combat Sports'],"['Drama', 'Sports']","[('65', 'Tokyo Movie Shinsha')]","[('2402', 'Ashita no Joe')]","[('11804', 'Yabuki, Joe', 'Main'), ('46019', 'Tange, Danpei', 'Main'), ('46051', 'Shiraki, Yoko', 'Main'), ('20185', 'Rikiishi, Tooru', 'Supporting'), ('46053', 'Rivera, Carlos', 'Supporting'), ('46057', 'Mendoza, José', 'Supporting'), ('101933', 'Gondo, Goromaki', 'Supporting'), ('46043', 'Nishi, Kanichi', 'Supporting'), ('59779', 'Hayashi, Noriko', 'Supporting'), ('85465', 'Sachi', 'Supporting')]"
3044,Tetsuwan Atom (1980),52,Finished Airing,Fall,1980,Manga,24,G - All Ages,7.16,15272,97,Shounen,[],"['Action', 'Adventure', 'Sci-Fi']","[('200', 'Tezuka Productions')]","[('33371', 'Atom: The Beginning')]","[('11686', 'Atom', 'Main'), ('24144', 'Dr. Ochanomizu', 'Main'), ('38881', 'Atlas', 'Main'), ('1344', 'Hazama, Kuroo', 'Supporting'), ('9791', 'Gesicht', 'Supporting'), ('14343', 'Epsilon', 'Supporting'), ('40819', 'North #2', 'Supporting'), ('1345', 'Pinoko', 'Supporting'), ('22925', 'Tenma, Umatarou', 'Supporting'), ('22182', 'Sapphire', 'Supporting')]"
1652,Uchuu Senkan Yamato III,25,Finished Airing,Fall,1980,Original,24,PG-13 - Teens 13 or older,7.02,6720,9,NG,"['Adult Cast', 'Military', 'Space']","['Action', 'Adventure', 'Drama', 'Sci-Fi']","[('589', 'Academy Productions')]",[],"[('6769', 'Kodai, Susumu', 'Main'), ('42782', 'Desler, Aberdt', 'Main'), ('42714', 'Mori, Yuki', 'Main'), ('42964', 'Sanada, Shirou', 'Main'), ('42711', 'Shima, Daisuke', 'Main'), ('59791', 'Ageha, Takeshi', 'Main'), ('44931', 'Analyzer', 'Supporting'), ('42961', 'Sado, Sakezou', 'Supporting'), ('59795', 'Talan, Ghader', 'Supporting'), ('59789', 'Domon, Ryuusuke', 'Supporting')]"
4208,Tetsujin 28-gou (1980),51,Finished Airing,Fall,1980,Manga,23,G - All Ages,6.66,2772,9,NG,['Mecha'],['Action'],"[('65', 'Tokyo Movie Shinsha')]","[('2686', 'Tetsujin 28-gou')]","[('38929', 'Kaneda, Shoutarou', 'Main')]"
3130,Kaibutsu-kun (1980),94,Finished Airing,Fall,1980,Unknown,25,G - All Ages,6.57,1993,4,Kids,[],"['Comedy', 'Horror']","[('247', 'Shin-Ei Animation')]",[],"[('103207', 'Kaibutsu, Tarou', 'Main'), ('102613', 'Franken', 'Supporting'), ('121993', 'Dracula', 'Supporting'), ('121989', 'Kaiko-chan', 'Supporting'), ('121999', 'Doctor Noh', 'Supporting'), ('121997', 'Ookami Otoko', 'Supporting'), ('121995', 'Ichikawa, Hiroshi', 'Supporting'), ('121991', 'Ichikawa, Utako', 'Supporting')]"
5833,Tondemo Senshi Muteking,56,Finished Airing,Fall,1980,Original,25,PG-13 - Teens 13 or older,6.25,1479,2,NG,[],"['Action', 'Comedy', 'Sci-Fi']","[('103', 'Tatsunoko Production')]",[],[]
4511,Hoero! Bun Bun,39,Finished Airing,Fall,1980,Unknown,23,G - All Ages,6.39,1413,3,NG,[],"['Adventure', 'Slice of Life']",[],[],"[('241352', 'Dog Hunter', 'Main'), ('241351', 'Ponta', 'Main'), ('241350', 'Nora', 'Main'), ('241349', 'Bunbun', 'Main'), ('241353', 'Mary', 'Supporting')]"
16530,Ojamanga Yamada-kun,103,Finished Airing,Fall,1980,Unknown,25,None,6.18,856,3,NG,[],"['Comedy', 'Slice of Life']",[],[],"[('94043', 'Sanae', 'Supporting')]"
33300,Manga Kotowaja Jiten,88,Finished Airing,Fall,1980,Unknown,25,G - All Ages,N/A,411,1,NG,['Historical'],['Comedy'],"[('390', 'Tsuchida Productions')]",[],"[('140630', 'Tsugumi ', 'Main'), ('140629', 'Fukurou ', 'Main'), ('140672', 'Chidori', 'Supporting'), ('140676', 'Kakko', 'Supporting'), ('140675', 'Kamosaburou', 'Supporting'), ('140673', 'Takao', 'Supporting'), ('140671', 'Hakushi, Nanja', 'Supporting'), ('140674', 'Toki', 'Supporting')]"
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,50,Finished Airing,Winter,1981,Novel,24,G - All Ages,7.3,7419,31,NG,['Historical'],"['Adventure', 'Drama', 'Slice of Life']","[('22', 'Nippon Animation')]",[],"[('101743', 'Robinson, Flone', 'Main'), ('101745', 'Robinson, Franz', 'Main'), ('101749', 'Robinson, Jack', 'Main'), ('101747', 'Robinson, Anna', 'Main'), ('101741', 'Robinson, Ernst', 'Main'), ('128611', 'Tam Tam', 'Supporting'), ('101755', 'Emily', 'Supporting'), ('101753', 'Catherine', 'Supporting'), ('101751', 'Morton, William', 'Supporting')]"
4154,Time Bokan Series: Yattodetaman,52,Finished Airing,Winter,1981,Unknown,20,PG-13 - Teens 13 or older,6.38,2244,3,NG,['Mecha'],"['Action', 'Adventure', 'Comedy', 'Fantasy']","[('103', 'Tatsunoko Production')]",[],"[('90345', 'Wataru Toki', 'Main'), ('90347', 'Koyomi Himekuri', 'Main'), ('90265', 'Alan Sukando', 'Main'), ('90263', 'Mirenjo', 'Main'), ('90073', 'Kokematsu, Julie', 'Main'), ('90397', 'Sasayaki', 'Supporting'), ('90399', 'Koyama', 'Supporting'), ('90395', 'Karen', 'Supporting'), ('90349', 'Prince Komaro', 'Supporting'), ('90343', 'Baron Donfanfan', 'Supporting')]"
4574,Saikyou Robot Daiouja,50,Finished Airing,Winter,1981,Original,24,PG-13 - Teens 13 or older,6.36,1437,2,NG,['Mecha'],"['Action', 'Sci-Fi']","[('14', 'Sunrise')]",[],"[('21787', 'Mito, Edward', 'Main'), ('146921', 'Narrator', 'Supporting'), ('146923', 'Jinnai', 'Supporting'), ('146920', 'Baljang', 'Supporting'), ('146919', 'Shinobu, Flora', 'Supporting'), ('146918', 'Baron Karcus', 'Supporting'), ('146915', 'Skad, Duke', 'Supporting')]"
2222,Dr. Slump: Arale-chan,243,Finished Airing,Spring,1981,Manga,25,PG-13 - Teens 13 or older,7.18,16891,77,Shounen,['Gag Humor'],"['Comedy', 'Sci-Fi']","[('18', 'Toei Animation')]",[],"[('3182', 'Norimaki, Arale', 'Main'), ('3183', 'Norimaki, Senbei', 'Main'), ('18063', 'Norimaki, Gajira', 'Main'), ('18065', 'Yamabuki, Midori', 'Main'), ('16008', 'Unchi-kun', 'Supporting'), ('13663', 'Suppaman', 'Supporting'), ('18071', 'Soramame, Tarou', 'Supporting'), ('18067', 'Kimidori, Akane', 'Supporting'), ('18066', 'Obotchaman', 'Supporting'), ('18064', 'Norimaki, Turbo', 'Supporting')]"
1448,Hyakujuu-Ou GoLion,52,Finished Airing,Spring,1981,Original,23,PG-13 - Teens 13 or older,6.83,13117,55,NG,['Mecha'],"['Adventure', 'Sci-Fi']","[('18', 'Toei Animation')]",[],"[('17991', 'Kurogane, Isamu', 'Main'), ('17994', 'Shirogane, Takashi', 'Main'), ('15783', 'Kogane, Akira', 'Main'), ('18002', 'Prince Sincline', 'Main'), ('17992', 'Suzuishi, Hiroshi', 'Main'), ('17993', 'Seidou, Tsuyoshi', 'Main'), ('17724', 'Dai Bazaal', 'Main'), ('17995', 'Fala', 'Main'), ('17999', 'Shirogane, Ryou', 'Supporting'), ('18003', 'Honerva', 'Supporting')]"
5832,Tiger Mask Nisei,33,Finished Airing,Spring,1981,Manga,24,R - 17+ (violence &amp; profanity),7.3,6950,24,NG,['Combat Sports'],"['Drama', 'Sports']","[('18', 'Toei Animation')]","[('3009', 'Tiger Mask'), ('32881', 'Tiger Mask W')]","[('144853', 'Aku, Tatsuo', 'Main'), ('119679', 'Ariyoshi, Midori', 'Main'), ('151648', 'Tachibana, Junko', 'Supporting'), ('151649', 'Hassan, Armor', 'Supporting'), ('151653', 'Rita', 'Supporting'), ('151654', 'Girado', 'Supporting'), ('151656', 'Reporter Ishimatsu', 'Supporting'), ('151655', 'Uchuu Kamen SF', 'Supporting'), ('151652', 'Reporter Saiga', 'Supporting'), ('151650', 'Saiga, Mina', 'Supporting')]"
2799,Hello! Sandybell,47,Finished Airing,Spring,1981,Original,25,G - All Ages,7.06,6842,30,NG,[],"['Adventure', 'Romance']","[('18', 'Toei Animation')]",[],"[('5669', 'SandyBell', 'Main'), ('5674', 'Mark', 'Main'), ('15520', 'Tambour', 'Supporting'), ('69901', 'Peterson, Alec', 'Supporting'), ('211648', 'Charles', 'Supporting'), ('210758', 'Laura', 'Supporting'), ('69903', 'Kentle, Ricky', 'Supporting'), ('5675', 'Scherer, Kitty', 'Supporting')]"
1548,Shin Taketori Monogatari: 1000-nen Joou,42,Finished Airing,Spring,1981,Manga,24,G - All Ages,7.12,6296,28,NG,[],"['Drama', 'Mystery', 'Sci-Fi']","[('18', 'Toei Animation')]",[],"[('8999', 'Promethium II, La Andromeda', 'Main'), ('40516', 'Amamori, Hajime', 'Main'), ('40519', 'Selen', 'Supporting'), ('40517', 'Holy Queen Larela', 'Supporting'), ('8998', 'Error Franken-bach, Leopard', 'Supporting'), ('125899', 'Chairman', 'Supporting'), ('125898', 'Ramen-ya no Ojiisan', 'Supporting'), ('125900', 'Man in a Trench Coat', 'Supporting'), ('164231', 'Eternal Caretaker', 'Supporting'), ('164212', 'Mirai', 'Supporting')]"
3836,Meiken Jolie,52,Finished Airing,Spring,1981,Novel,22,G - All Ages,6.74,4071,9,NG,"['Historical', 'Pets']",['Adventure'],"[('246', 'Visual 80')]",[],"[('130763', 'Sebastian', 'Main'), ('130768', 'Mendoza', 'Supporting'), ('130767', 'Toros, Munyo', 'Supporting'), ('130766', 'Maria', 'Supporting'), ('130769', 'Cavallo, Johan', 'Supporting'), ('130770', 'Rena', 'Supporting'), ('221508', 'Isabelle', 'Supporting'), ('130772', 'Policeman Martin', 'Supporting'), ('130771', 'Commissioner', 'Supporting'), ('130765', 'Berg, Prim', 'Supporting')]"
2912,Ohayou! Spank,63,Finished Airing,Spring,1981,Manga,24,G - All Ages,6.68,3319,23,NG,[],"['Comedy', 'Slice of Life']","[('73', 'TMS Entertainment')]",[],"[('44933', 'Spank', 'Main'), ('171930', 'Fujinami', 'Main'), ('13677', 'Yoshimura, Shinako', 'Supporting')]"
3835,Ai no Gakkou Cuore Monogatari,26,Finished Airing,Spring,1981,Novel,25,G - All Ages,6.56,2933,5,NG,"['Historical', 'School']","['Drama', 'Slice of Life']","[('22', 'Nippon Animation')]",[],"[('23615', 'Pocchini, Enrico', 'Main'), ('154802', 'Antonio', 'Supporting'), ('154787', 'Head Teacher', 'Supporting'), ('154803', 'Garoffi', 'Supporting'), ('154804', 'Nobis, Carlo', 'Supporting'), ('154806', 'Koretti', 'Supporting'), ('154805', 'Kurosshi', 'Supporting'), ('154786', 'Rovetti', 'Supporting'), ('154785', 'Pelboni-sensei', 'Supporting'), ('154781', 'Gallone', 'Supporting')]"
4132,Wakakusa no Yon Shimai,26,Finished Airing,Spring,1981,Novel,23,G - All Ages,6.37,1929,2,NG,['Historical'],"['Drama', 'Slice of Life']","[('18', 'Toei Animation')]",[],"[('13082', 'Meg', 'Main'), ('141118', 'Lawrence', 'Supporting'), ('141119', 'Mother March', 'Supporting'), ('141120', 'Father March', 'Supporting'), ('141117', 'Rolly', 'Supporting'), ('141116', 'Beth', 'Supporting'), ('141114', 'Jo', 'Supporting'), ('141115', 'Hanna', 'Supporting'), ('141113', 'Amy', 'Supporting')]"
7106,Ougon Senshi Gold Lightan,52,Finished Airing,Spring,1981,Original,25,PG-13 - Teens 13 or older,6.11,1431,3,NG,['Mecha'],"['Action', 'Adventure', 'Sci-Fi']","[('103', 'Tatsunoko Production')]",[],"[('78649', 'Takakura, Emi', 'Main'), ('78647', 'Nanjo, Osamu', 'Main'), ('78645', 'Taikai, Hiroshi', 'Main'), ('78663', 'Sayokka', 'Supporting'), ('78665', 'Narrator', 'Supporting'), ('78667', 'King Ibaruda', 'Supporting'), ('78661', 'Uyokka', 'Supporting'), ('78659', 'Mannakka', 'Supporting'), ('78653', 'Kokarashi, Monkichi', 'Supporting'), ('78655', 'Gokurako, Tomokazu', 'Supporting')]"
