id,zanr
856,Sci-Fi
846,Comedy
846,Romance
855,Drama
855,Girls Love
969,Action
969,Adventure
969,Drama
969,Fantasy
969,Romance
935,Action
935,Drama
935,Sci-Fi
957,Adventure
957,Fantasy
957,Romance
859,Adventure
859,Comedy
859,Drama
859,Fantasy
962,Fantasy
962,Sci-Fi
962,Slice of Life
845,Action
845,Adventure
845,Fantasy
873,Adventure
873,Drama
873,Fantasy
953,Action
953,Adventure
953,Drama
953,Mystery
953,Sci-Fi
940,Comedy
940,Romance
940,Supernatural
940,Ecchi
850,Boys Love
850,Comedy
850,Drama
880,Comedy
880,Romance
880,Supernatural
907,Comedy
990,Comedy
990,Drama
990,Fantasy
990,Romance
789,Drama
789,Fantasy
789,Supernatural
916,Action
916,Horror
916,Mystery
916,Supernatural
860,Action
860,Comedy
860,Fantasy
879,Drama
879,Fantasy
879,Girls Love
863,Comedy
863,Ecchi
1067,Action
1067,Drama
1067,Fantasy
1067,Romance
1067,Sci-Fi
878,Action
878,Romance
878,Sci-Fi
941,Comedy
941,Ecchi
1516,Comedy
1516,Drama
1516,Romance
910,Adventure
910,Comedy
854,Action
854,Adventure
854,Comedy
854,Romance
854,Sci-Fi
944,Action
944,Adventure
944,Sci-Fi
942,Comedy
942,Drama
942,Fantasy
942,Mystery
942,Romance
919,Drama
919,Romance
919,Sci-Fi
2214,Action
2214,Drama
973,Adventure
973,Sci-Fi
1410,Action
1410,Sci-Fi
2619,Action
2619,Adventure
943,Drama
943,Fantasy
943,Slice of Life
1070,Comedy
1070,Romance
1881,Fantasy
1200,Adventure
1200,Fantasy
2713,Action
2713,Adventure
2713,Sci-Fi
1886,Comedy
1886,Fantasy
4114,Comedy
4114,Fantasy
965,Comedy
965,Fantasy
965,Slice of Life
13679,Adventure
20945,Action
20945,Adventure
20945,Comedy
20945,Sci-Fi
968,Action
968,Comedy
2786,Action
2786,Fantasy
1884,Comedy
1771,Sports
1872,Adventure
1872,Comedy
1872,Fantasy
1872,Romance
4737,Comedy
11521,Comedy
11521,Fantasy
6077,Comedy
6077,Fantasy
2024,Comedy
10525,Comedy
5821,Comedy
5374,Gourmet
5374,Slice of Life
28087,Horror
3414,Comedy
13503,Comedy
9821,Comedy
49555,Adventure
49555,Comedy
32417,Comedy
1195,Action
1195,Adventure
1195,Comedy
1195,Fantasy
1195,Romance
1195,Ecchi
1210,Comedy
1210,Drama
1210,Romance
1210,Suspense
1222,Drama
1222,Romance
1142,Drama
1142,Romance
1454,Action
1454,Avant Garde
1454,Horror
1454,Romance
1454,Supernatural
1013,Mystery
1013,Supernatural
1218,Comedy
1218,Romance
1218,Ecchi
1221,Action
1221,Comedy
1221,Sci-Fi
1243,Drama
1243,Mystery
1243,Sci-Fi
1243,Supernatural
1230,Action
1230,Adventure
1230,Drama
1230,Sci-Fi
1509,Adventure
1509,Comedy
1509,Romance
1214,Slice of Life
1219,Comedy
1219,Drama
1219,Romance
1219,Ecchi
1194,Action
1194,Adventure
1194,Comedy
1194,Sci-Fi
1738,Action
1738,Comedy
1198,Comedy
1198,Romance
1578,Adventure
1578,Comedy
1578,Drama
1578,Fantasy
1578,Romance
1578,Sci-Fi
607,Adventure
607,Comedy
607,Fantasy
1812,Sci-Fi
1247,Adventure
1247,Comedy
1247,Sci-Fi
2518,Comedy
1740,Action
1740,Drama
4316,Comedy
7629,Comedy
7629,Drama
7629,Slice of Life
24121,Comedy
24121,Slice of Life
1535,Supernatural
1535,Suspense
1575,Action
1575,Award Winning
1575,Drama
1575,Sci-Fi
1482,Action
1482,Adventure
1482,Fantasy
1604,Action
1604,Comedy
1519,Action
1559,Action
1559,Comedy
1530,Drama
1530,Romance
1530,Supernatural
1571,Horror
1571,Mystery
1571,Supernatural
1536,Action
1536,Fantasy
1594,Horror
1594,Mystery
1594,Supernatural
1562,Comedy
1565,Action
1565,Adventure
1565,Comedy
1565,Fantasy
1606,Action
1606,Adventure
1606,Supernatural
1498,Action
1498,Comedy
1498,Fantasy
1579,Romance
1589,Drama
1589,Gourmet
1546,Comedy
1546,Fantasy
1546,Romance
1546,Ecchi
1568,Action
1568,Comedy
1568,Romance
1569,Comedy
1569,Drama
1569,Romance
1557,Action
1557,Fantasy
1212,Action
1212,Adventure
1212,Sci-Fi
1601,Drama
1601,Mystery
1601,Supernatural
1538,Action
1538,Comedy
1538,Drama
1543,Comedy
1543,Romance
1543,Sci-Fi
1555,Comedy
1555,Romance
1570,Comedy
1570,Romance
1581,Comedy
1581,Drama
1581,Romance
1588,Comedy
1588,Romance
1592,Comedy
1592,Drama
1592,Romance
1554,Drama
1554,Supernatural
1602,Action
1602,Drama
1602,Sci-Fi
1602,Ecchi
1583,Action
1583,Sci-Fi
6609,Comedy
6609,Romance
1587,Supernatural
1912,Boys Love
1591,Comedy
1591,Romance
1835,Action
1835,Sci-Fi
1541,Action
1703,Action
1703,Drama
1868,Adventure
1868,Drama
1868,Romance
1603,Action
1603,Sci-Fi
1600,Comedy
1600,Sci-Fi
1882,Fantasy
2717,Action
2717,Adventure
2717,Drama
2717,Sci-Fi
17291,Action
17291,Comedy
17291,Fantasy
15913,Adventure
15913,Comedy
15913,Fantasy
8900,Adventure
8900,Comedy
8900,Fantasy
8900,Romance
1863,Adventure
1863,Fantasy
22345,Comedy
9426,Comedy
8345,Award Winning
8345,Comedy
8345,Slice of Life
22651,Fantasy
3372,Adventure
30048,Adventure
30048,Comedy
30048,Slice of Life
48338,Fantasy
1735,Action
1735,Adventure
1735,Fantasy
1698,Comedy
1698,Romance
1860,Action
1860,Drama
1860,Horror
1860,Supernatural
1956,Action
1956,Ecchi
1852,Slice of Life
1842,Sports
1836,Comedy
1836,Drama
1836,Fantasy
1836,Romance
1836,Ecchi
1810,Drama
1810,Fantasy
1810,Romance
1858,Comedy
1858,Slice of Life
1607,Drama
1607,Romance
1607,Supernatural
1695,Drama
1826,Adventure
1826,Fantasy
3576,Adventure
3576,Fantasy
1932,Action
1932,Fantasy
1988,Comedy
1988,Romance
1864,Drama
1864,Fantasy
1864,Romance
1942,Adventure
1942,Sci-Fi
1693,Action
1693,Sci-Fi
1865,Action
1865,Comedy
1865,Sci-Fi
1865,Ecchi
1724,Adventure
1724,Fantasy
1991,Action
1991,Sci-Fi
3146,Adventure
3146,Sci-Fi
9806,Action
9806,Fantasy
1885,Comedy
1885,Fantasy
22439,Comedy
22439,Mystery
41115,Adventure
41118,Comedy
41118,Drama
36881,Comedy
41114,Comedy
41114,Slice of Life
48340,Adventure
48340,Fantasy
41156,Comedy
2001,Action
2001,Adventure
2001,Award Winning
2001,Sci-Fi
2025,Action
2025,Mystery
2025,Sci-Fi
1818,Action
1818,Adventure
1818,Fantasy
1887,Comedy
2034,Comedy
2034,Romance
1691,Action
1691,Fantasy
1691,Romance
1292,Action
1292,Adventure
2104,Comedy
2104,Fantasy
2104,Romance
2026,Action
2026,Comedy
2026,Romance
1827,Action
1827,Adventure
1827,Fantasy
1690,Action
1690,Drama
1690,Sci-Fi
1690,Suspense
1699,Drama
1699,Fantasy
1699,Romance
2164,Adventure
2164,Award Winning
2164,Drama
2164,Mystery
2164,Sci-Fi
2002,Action
2002,Sci-Fi
2156,Action
2156,Fantasy
1722,Comedy
1722,Fantasy
1722,Romance
1722,Ecchi
2159,Sports
1965,Drama
1965,Romance
1965,Supernatural
2130,Action
2130,Comedy
2130,Horror
2130,Supernatural
2158,Action
2158,Drama
2158,Sci-Fi
2030,Adventure
2030,Drama
2030,Mystery
2142,Adventure
2142,Comedy
2142,Fantasy
1915,Action
1915,Comedy
1915,Drama
1915,Fantasy
1808,Comedy
1808,Fantasy
1808,Romance
2112,Sports
1914,Adventure
1914,Fantasy
1914,Romance
2031,Action
2031,Adventure
2031,Fantasy
2161,Action
2161,Mystery
2161,Supernatural
1727,Drama
1727,Fantasy
1727,Romance
2035,Drama
2035,Romance
1694,Action
1694,Comedy
1694,Sci-Fi
2155,Romance
1721,Drama
1721,Romance
2105,Drama
2105,Fantasy
2105,Romance
2105,Ecchi
2152,Comedy
2152,Drama
2152,Fantasy
2152,Sci-Fi
10870,Comedy
10870,Sci-Fi
1941,Adventure
1941,Drama
1941,Sci-Fi
2106,Sci-Fi
2032,Action
2032,Adventure
2032,Comedy
2032,Drama
2032,Fantasy
2162,Adventure
1878,Drama
2157,Sci-Fi
2215,Sci-Fi
2153,Fantasy
2165,Comedy
2165,Fantasy
2165,Horror
2620,Action
2620,Adventure
5520,Comedy
5520,Fantasy
4444,Adventure
4444,Comedy
4444,Sports
9200,Adventure
9200,Comedy
9200,Gourmet
7522,Action
7522,Adventure
7522,Fantasy
19467,Comedy
19467,Drama
3073,Comedy
32418,Comedy
2251,Action
2251,Mystery
2251,Supernatural
2476,Drama
2476,Romance
1840,Action
1840,Adventure
1840,Comedy
1840,Fantasy
1840,Romance
1840,Ecchi
1889,Horror
1889,Mystery
1889,Supernatural
1889,Suspense
2605,Comedy
2246,Horror
2246,Mystery
2246,Supernatural
2246,Suspense
1726,Action
1726,Fantasy
2404,Action
2404,Horror
2404,Supernatural
2216,Action
2216,Drama
2608,Action
2602,Comedy
2602,Sports
2602,Ecchi
2683,Action
2683,Drama
2683,Horror
2683,Mystery
2367,Comedy
2367,Ecchi
2166,Comedy
2166,Slice of Life
2604,Sci-Fi
1688,Romance
2564,Comedy
2564,Romance
2564,Sci-Fi
2744,Comedy
2603,Action
2603,Fantasy
2603,Sci-Fi
2684,Sci-Fi
2684,Sports
2552,Comedy
2552,Slice of Life
5276,Fantasy
5276,Slice of Life
38568,Comedy
41117,Drama
2167,Drama
2167,Romance
2167,Supernatural
3002,Suspense
2787,Action
2787,Drama
2787,Fantasy
2787,Romance
2924,Drama
2924,Mystery
2924,Romance
2581,Action
2581,Drama
2581,Sci-Fi
2923,Comedy
2923,Fantasy
2926,Drama
2926,Romance
2963,Comedy
2963,Slice of Life
2596,Mystery
2596,Supernatural
2596,Suspense
2403,Comedy
2403,Drama
2403,Ecchi
2494,Comedy
2494,Fantasy
2494,Ecchi
2927,Drama
2927,Romance
2986,Comedy
2986,Sports
2508,Slice of Life
2795,Action
2795,Drama
2795,Fantasy
2795,Romance
2795,Sci-Fi
3001,Comedy
3001,Gourmet
3001,Supernatural
2985,Comedy
2985,Mystery
2985,Supernatural
2369,Action
2369,Fantasy
2369,Mystery
2595,Drama
2595,Romance
2595,Ecchi
2970,Action
2970,Adventure
2970,Fantasy
2562,Drama
2562,Mystery
2562,Suspense
2964,Drama
2964,Girls Love
2964,Sci-Fi
2942,Slice of Life
2772,Action
2772,Fantasy
1807,Action
1807,Comedy
1807,Fantasy
1807,Romance
2931,Mystery
2931,Slice of Life
2931,Supernatural
3000,Action
3000,Comedy
2965,Mystery
2965,Sci-Fi
3493,Adventure
2929,Adventure
2929,Drama
2929,Sci-Fi
3738,Adventure
3738,Comedy
2719,Action
2719,Adventure
2719,Comedy
2719,Fantasy
10526,Action
22441,Comedy
22441,Fantasy
3251,Action
3164,Comedy
3164,Slice of Life
5468,Mystery
5468,Slice of Life
8191,Comedy
8191,Sci-Fi
9533,Comedy
3243,Comedy
2930,Comedy
12185,Comedy
12185,Fantasy
20173,Adventure
20173,Fantasy
35508,Adventure
35508,Fantasy
54051,Comedy
2966,Adventure
2966,Drama
2966,Fantasy
2966,Romance
2993,Comedy
2993,Fantasy
2993,Romance
2993,Ecchi
2129,Drama
2129,Romance
3342,Action
3342,Girls Love
3342,Horror
3342,Sci-Fi
3342,Supernatural
3228,Comedy
3297,Fantasy
3297,Sci-Fi
3297,Slice of Life
3229,Comedy
3229,Romance
3229,Ecchi
3299,Drama
3299,Romance
3299,Supernatural
3420,Drama
3420,Fantasy
3420,Suspense
3366,Action
3366,Mystery
3366,Sci-Fi
3366,Supernatural
3225,Comedy
3225,Slice of Life
3226,Sports
3231,Action
3231,Drama
3231,Sci-Fi
3298,Adventure
3298,Comedy
3298,Drama
3298,Fantasy
3298,Romance
3166,Action
3166,Fantasy
3166,Horror
3166,Sci-Fi
3389,Action
3389,Drama
3389,Mystery
3710,Horror
3710,Supernatural
3692,Action
3692,Fantasy
5725,Action
5725,Adventure
5725,Sci-Fi
3501,Adventure
3501,Fantasy
3501,Romance
3295,Adventure
3295,Comedy
3424,Drama
3514,Comedy
3704,Comedy
32660,Fantasy
3500,Comedy
38569,Comedy
41159,Comedy
41116,Comedy
41116,Drama
2904,Action
2904,Award Winning
2904,Drama
2904,Sci-Fi
3588,Action
3588,Comedy
3588,Fantasy
3455,Comedy
3455,Romance
3455,Sci-Fi
3455,Ecchi
3457,Drama
3457,Mystery
3457,Romance
3457,Supernatural
3470,Comedy
3470,Romance
3731,Comedy
3731,Romance
3092,Boys Love
3092,Comedy
3092,Drama
3503,Comedy
3503,Romance
3503,Supernatural
3503,Ecchi
3655,Action
3655,Drama
3655,Fantasy
3701,Adventure
3701,Avant Garde
3701,Award Winning
3701,Mystery
3701,Romance
3701,Sci-Fi
3572,Action
3572,Award Winning
3572,Romance
3572,Sci-Fi
3091,Comedy
3091,Drama
3091,Mystery
3091,Supernatural
3972,Action
3230,Action
3230,Adventure
3230,Fantasy
3358,Comedy
3358,Drama
3407,Action
3407,Drama
3407,Sci-Fi
3613,Action
3613,Comedy
3613,Romance
3841,Comedy
3841,Slice of Life
3656,Action
3656,Boys Love
3656,Supernatural
3359,Action
3359,Fantasy
4038,Action
4038,Comedy
4038,Supernatural
4039,Action
4039,Adventure
4039,Drama
4039,Suspense
3549,Action
3549,Adventure
3616,Action
3616,Comedy
3616,Ecchi
3615,Comedy
3615,Fantasy
3615,Romance
4080,Adventure
4080,Comedy
4080,Fantasy
3673,Action
3673,Adventure
3673,Mystery
3322,Comedy
3322,Fantasy
3627,Comedy
3627,Drama
3627,Fantasy
3627,Romance
3577,Comedy
3577,Sci-Fi
3363,Action
3363,Sci-Fi
3859,Mystery
3859,Sci-Fi
3859,Suspense
4197,Adventure
4197,Comedy
4197,Fantasy
3840,Action
3840,Sci-Fi
4362,Comedy
4362,Sci-Fi
10810,Action
10810,Comedy
10810,Romance
4056,Comedy
5854,Action
5854,Adventure
5854,Drama
5854,Romance
5938,Comedy
5938,Fantasy
10527,Action
10527,Adventure
10527,Comedy
10527,Fantasy
4051,Action
4051,Adventure
4051,Comedy
4051,Sci-Fi
4383,Comedy
4383,Fantasy
4383,Slice of Life
4331,Comedy
3975,Comedy
3975,Slice of Life
13177,Slice of Life
18937,Adventure
18937,Comedy
18937,Fantasy
29746,Comedy
38570,Comedy
41160,Comedy
48229,Adventure
48229,Fantasy
4081,Slice of Life
4081,Supernatural
3712,Action
3712,Adventure
3712,Comedy
3712,Fantasy
3712,Romance
3712,Ecchi
4063,Action
4063,Comedy
4063,Ecchi
3667,Action
3667,Sci-Fi
3667,Ecchi
3467,Comedy
3467,Romance
3974,Action
3974,Comedy
3974,Sci-Fi
4151,Action
4151,Adventure
4151,Drama
4151,Supernatural
4196,Action
4196,Ecchi
4415,Adventure
4415,Fantasy
4262,Action
4262,Adventure
4262,Fantasy
4262,Ecchi
4021,Boys Love
4021,Comedy
4021,Gourmet
4028,Action
4028,Adventure
4028,Comedy
4028,Fantasy
3604,Slice of Life
4483,Romance
4483,Slice of Life
4662,Comedy
4662,Fantasy
4662,Romance
3614,Mystery
3614,Supernatural
3668,Fantasy
4264,Action
4264,Sci-Fi
4209,Action
4209,Comedy
4209,Sci-Fi
5304,Comedy
5304,Slice of Life
11841,Action
11841,Fantasy
4684,Fantasy
4547,Sci-Fi
32419,Comedy
4224,Drama
4224,Romance
4181,Drama
4181,Romance
4181,Supernatural
4898,Action
4898,Fantasy
4898,Mystery
4654,Action
4654,Fantasy
4654,Sci-Fi
4214,Comedy
4214,Fantasy
4214,Romance
4214,Ecchi
4752,Drama
4752,Mystery
4752,Romance
4752,Supernatural
4975,Mystery
4975,Sci-Fi
4975,Supernatural
4975,Suspense
4722,Comedy
4722,Drama
4722,Romance
5040,Sports
5040,Suspense
4725,Action
4725,Supernatural
4725,Suspense
5231,Sports
4087,Action
4087,Adventure
4814,Boys Love
4814,Comedy
4814,Drama
3958,Comedy
3958,Supernatural
4981,Action
4981,Adventure
4981,Drama
4981,Sci-Fi
4789,Drama
4789,Mystery
4789,Romance
4789,Supernatural
4548,Action
4548,Comedy
4548,Supernatural
3927,Action
3927,Drama
3927,Sci-Fi
4744,Comedy
4744,Romance
4744,Ecchi
4551,Adventure
4551,Fantasy
4551,Romance
4477,Comedy
4477,Romance
4581,Action
4581,Horror
4581,Supernatural
4884,Adventure
4884,Drama
4884,Fantasy
5262,Comedy
5262,Fantasy
3713,Horror
3713,Mystery
3713,Supernatural
5039,Action
5039,Drama
5039,Horror
5039,Romance
5039,Sci-Fi
4879,Mystery
4879,Supernatural
4879,Suspense
4550,Comedy
4550,Slice of Life
3654,Comedy
3654,Fantasy
3654,Romance
3654,Ecchi
3653,Action
3653,Sci-Fi
3464,Action
3464,Comedy
3464,Romance
3464,Sci-Fi
3464,Ecchi
4903,Comedy
4903,Ecchi
5005,Comedy
4066,Adventure
4066,Romance
4066,Sci-Fi
4549,Action
4549,Drama
5027,Adventure
5027,Comedy
4908,Drama
5397,Comedy
5235,Fantasy
4905,Comedy
5234,Comedy
5234,Ecchi
5089,Comedy
5184,Adventure
5184,Comedy
19501,Comedy
32842,Comedy
34363,Slice of Life
5258,Sports
5300,Slice of Life
5300,Supernatural
4186,Action
4186,Adventure
4186,Fantasy
4186,Sci-Fi
4999,Action
4999,Comedy
4999,Romance
4999,Ecchi
5030,Comedy
5030,Girls Love
5112,Comedy
5112,Fantasy
5112,Romance
5112,Ecchi
4720,Drama
4720,Romance
5079,Action
5079,Fantasy
5420,Drama
5420,Fantasy
5034,Action
5034,Horror
5034,Supernatural
4726,Action
4726,Adventure
4726,Fantasy
5028,Sports
5162,Comedy
5162,Slice of Life
5074,Action
5074,Comedy
5074,Sci-Fi
4618,Action
4618,Drama
4618,Sci-Fi
5702,Action
5702,Fantasy
5702,Romance
5233,Action
5233,Adventure
5233,Comedy
5233,Fantasy
5307,Adventure
5307,Comedy
5307,Sci-Fi
3750,Drama
3750,Girls Love
5684,Action
5684,Comedy
5684,Fantasy
5155,Drama
5155,Romance
5505,Action
5505,Sci-Fi
5883,Action
5883,Sci-Fi
5810,Comedy
5841,Comedy
17090,Adventure
33123,Comedy
34665,Adventure
41415,Action
41415,Sci-Fi
45298,Fantasy
5114,Action
5114,Adventure
5114,Drama
5114,Fantasy
5680,Comedy
5630,Award Winning
5630,Mystery
5630,Romance
5630,Sci-Fi
5630,Suspense
4382,Comedy
4382,Mystery
4382,Sci-Fi
5530,Adventure
5530,Fantasy
5530,Mystery
6033,Action
6033,Adventure
6033,Comedy
6033,Fantasy
5682,Action
5682,Drama
5682,Suspense
5525,Action
5525,Fantasy
5355,Action
5355,Fantasy
5507,Action
5507,Romance
5941,Drama
5941,Romance
5941,Sports
4192,Action
4192,Comedy
4192,Romance
5150,Comedy
5150,Romance
5342,Action
5342,Fantasy
5342,Sci-Fi
4719,Action
4719,Adventure
4719,Fantasy
4719,Ecchi
5962,Adventure
5962,Comedy
5962,Sports
5671,Slice of Life
3594,Action
3594,Adventure
3594,Fantasy
5734,Romance
5734,Supernatural
5835,Drama
5835,Romance
5220,Action
5220,Drama
5220,Sci-Fi
5597,Comedy
5597,Romance
5597,Supernatural
5984,Drama
5984,Gourmet
5984,Romance
5675,Sci-Fi
5675,Sports
5041,Adventure
5041,Fantasy
6024,Comedy
6024,Slice of Life
5504,Drama
5504,Fantasy
5504,Romance
5226,Action
5226,Adventure
4657,Action
4657,Adventure
4657,Comedy
4657,Fantasy
5485,Action
5485,Drama
6008,Fantasy
6117,Comedy
6117,Romance
5494,Drama
5983,Comedy
6130,Comedy
6525,Comedy
6525,Slice of Life
6116,Comedy
6116,Slice of Life
6119,Comedy
6119,Gourmet
6131,Comedy
6658,Comedy
7247,Comedy
7247,Sports
27455,Sci-Fi
17102,Sports
29747,Comedy
48318,Action
48318,Drama
48318,Romance
5081,Mystery
5081,Romance
5081,Supernatural
5341,Adventure
5341,Drama
5341,Fantasy
5341,Romance
6211,Award Winning
6211,Drama
5356,Action
5356,Mystery
5356,Sci-Fi
5356,Supernatural
6201,Comedy
6201,Ecchi
4896,Horror
4896,Mystery
4896,Supernatural
4896,Suspense
6030,Action
6030,Comedy
6030,Sci-Fi
6030,Ecchi
6377,Comedy
6164,Drama
6164,Girls Love
6098,Comedy
6098,Romance
5914,Comedy
5914,Girls Love
5914,Slice of Life
5914,Ecchi
5973,Comedy
5973,Sci-Fi
5973,Ecchi
6129,Drama
6129,Fantasy
6129,Romance
5454,Comedy
5141,Comedy
5141,Sports
6425,Comedy
6425,Ecchi
5670,Slice of Life
5945,Sci-Fi
6604,Comedy
6604,Slice of Life
6947,Comedy
6947,Sci-Fi
6947,Slice of Life
6822,Comedy
6822,Slice of Life
29003,Slice of Life
38121,Fantasy
38121,Sci-Fi
49065,Comedy
44174,Fantasy
6702,Action
6702,Adventure
6702,Fantasy
6045,Drama
6045,Romance
6213,Action
6213,Fantasy
6213,Sci-Fi
5958,Comedy
5958,Fantasy
5958,Romance
5958,Sci-Fi
5958,Ecchi
6573,Action
6573,Mystery
6573,Sci-Fi
6205,Action
6205,Comedy
6205,Romance
6205,Ecchi
6811,Action
6811,Adventure
6811,Fantasy
6811,Romance
6512,Comedy
6512,Romance
6512,Supernatural
6682,Action
6682,Fantasy
6682,Ecchi
7193,Drama
7193,Suspense
5909,Comedy
5940,Action
5940,Adventure
5940,Fantasy
5678,Comedy
5678,Drama
5678,Fantasy
5678,Romance
6444,Adventure
6444,Fantasy
6774,Avant Garde
6774,Drama
6586,Gourmet
6203,Comedy
6203,Girls Love
7082,Comedy
7082,Fantasy
6023,Comedy
6023,Romance
6758,Action
6758,Fantasy
6676,Action
6676,Fantasy
6676,Sci-Fi
6633,Action
6633,Adventure
6633,Fantasy
6633,Ecchi
6165,Drama
6165,Romance
6112,Adventure
6112,Comedy
6112,Fantasy
6112,Ecchi
4189,Drama
4189,Romance
6712,Comedy
6712,Romance
6712,Supernatural
7103,Fantasy
3349,Action
3349,Comedy
3349,Sci-Fi
6980,Horror
6980,Mystery
6980,Supernatural
7152,Comedy
6582,Comedy
6901,Adventure
7176,Comedy
7176,Slice of Life
7723,Comedy
7723,Fantasy
7723,Supernatural
6899,Adventure
6899,Comedy
6899,Sci-Fi
6900,Comedy
7175,Comedy
7189,Comedy
7177,Comedy
17106,Slice of Life
13505,Comedy
19457,Adventure
21019,Fantasy
48339,Fantasy
48259,Comedy
6746,Action
6746,Mystery
6746,Supernatural
6347,Comedy
6347,Romance
6594,Action
6594,Adventure
6594,Romance
6500,Action
6500,Supernatural
6500,Ecchi
6324,Action
6324,Comedy
6324,Romance
6324,Supernatural
6324,Ecchi
6747,Action
6747,Drama
6747,Romance
6747,Supernatural
7148,Comedy
7148,Romance
7148,Ecchi
6802,Sci-Fi
6802,Slice of Life
5690,Comedy
5690,Romance
6574,Comedy
6574,Slice of Life
7079,Horror
7079,Mystery
7079,Supernatural
7079,Suspense
6645,Comedy
6645,Ecchi
7645,Action
7645,Comedy
7645,Fantasy
7062,Slice of Life
7463,Comedy
7463,Ecchi
5032,Action
5032,Adventure
5032,Sci-Fi
7561,Comedy
7761,Comedy
8025,Comedy
35138,Action
35138,Sci-Fi
7211,Comedy
33085,Comedy
8244,Comedy
29748,Comedy
45453,Adventure
6547,Drama
6547,Supernatural
7054,Comedy
7054,Romance
7791,Award Winning
7791,Comedy
7593,Comedy
7593,Romance
7593,Ecchi
7088,Action
7088,Comedy
7088,Fantasy
7088,Ecchi
7785,Award Winning
7785,Comedy
7785,Mystery
7785,Romance
7785,Suspense
6956,Comedy
6114,Drama
6114,Suspense
7817,Comedy
7817,Romance
7817,Ecchi
7647,Comedy
7647,Romance
6895,Action
6895,Drama
6895,Supernatural
7590,Comedy
7590,Romance
7058,Adventure
7058,Boys Love
7058,Drama
7058,Fantasy
7588,Drama
7661,Drama
7661,Sports
5337,Adventure
5337,Fantasy
7655,Sports
8410,Adventure
8410,Comedy
8410,Sports
7580,Action
7580,Ecchi
6973,Action
7720,Sports
4334,Action
4334,Sci-Fi
8057,Adventure
8057,Comedy
8057,Fantasy
8057,Ecchi
8217,Fantasy
8206,Fantasy
8287,Action
8538,Comedy
8538,Romance
7793,Sports
10528,Action
10528,Adventure
10528,Comedy
10528,Fantasy
8409,Comedy
8336,Comedy
31246,Adventure
31246,Fantasy
8353,Comedy
13179,Slice of Life
18939,Adventure
18939,Comedy
18939,Fantasy
10855,Comedy
24041,Adventure
24041,Comedy
48221,Gourmet
45848,Fantasy
8074,Action
8074,Horror
8074,Supernatural
8074,Suspense
8074,Ecchi
7724,Horror
7724,Mystery
7724,Supernatural
7724,Suspense
6707,Action
6707,Comedy
6707,Fantasy
8675,Comedy
8676,Romance
8086,Action
8086,Adventure
8086,Fantasy
7769,Comedy
7769,Romance
7592,Action
7592,Supernatural
5277,Action
5277,Comedy
5277,Ecchi
6166,Comedy
6166,Romance
6166,Sci-Fi
6166,Ecchi
7627,Comedy
6974,Comedy
6974,Mystery
6974,Sci-Fi
6974,Supernatural
6381,Action
6381,Sci-Fi
6381,Ecchi
6634,Action
6634,Fantasy
8624,Action
8624,Adventure
8624,Comedy
8624,Fantasy
6979,Adventure
6979,Fantasy
10869,Sci-Fi
8961,Comedy
8964,Adventure
8964,Comedy
36993,Comedy
36993,Sports
9013,Comedy
9013,Slice of Life
8960,Action
8960,Comedy
9345,Comedy
9345,Horror
9345,Supernatural
45540,Fantasy
45517,Comedy
45517,Slice of Life
48156,Fantasy
45181,Adventure
45850,Fantasy
8769,Comedy
8525,Comedy
8525,Romance
8525,Supernatural
7674,Comedy
7674,Drama
7674,Romance
8861,Drama
8861,Romance
8861,Ecchi
8937,Action
8937,Fantasy
8937,Sci-Fi
8795,Action
8795,Comedy
8795,Supernatural
8795,Ecchi
9181,Comedy
9181,Sci-Fi
9181,Ecchi
8407,Comedy
8407,Fantasy
8407,Romance
8407,Sci-Fi
8407,Ecchi
8129,Comedy
8424,Comedy
8424,Ecchi
8557,Comedy
8277,Action
8277,Comedy
8277,Ecchi
9074,Comedy
9074,Romance
7662,Horror
7662,Mystery
7662,Supernatural
8476,Romance
8476,Supernatural
8536,Comedy
8536,Romance
8536,Supernatural
8934,Action
8934,Romance
8934,Sci-Fi
9107,Action
9107,Adventure
9107,Comedy
9107,Fantasy
8449,Action
8449,Boys Love
8449,Sci-Fi
8449,Suspense
9065,Action
9065,Drama
9065,Supernatural
8726,Slice of Life
8311,Adventure
8311,Fantasy
7768,Comedy
7768,Mystery
9441,Gourmet
9441,Slice of Life
6875,Action
6875,Drama
6875,Sci-Fi
9241,Action
9241,Sci-Fi
9346,Adventure
9346,Sci-Fi
9561,Comedy
9561,Gourmet
9799,Action
9799,Comedy
9395,Adventure
9627,Comedy
9518,Comedy
9518,Slice of Life
6195,Slice of Life
9371,Adventure
9371,Fantasy
9371,Mystery
9562,Comedy
46241,Fantasy
9756,Award Winning
9756,Drama
9756,Fantasy
9756,Suspense
9041,Action
9041,Comedy
9041,Romance
9041,Sci-Fi
9041,Ecchi
8841,Action
8841,Comedy
8841,Fantasy
8841,Ecchi
9513,Action
9513,Comedy
9513,Supernatural
8425,Drama
8425,Mystery
8425,Romance
9656,Drama
9656,Romance
9367,Action
9367,Drama
9367,Romance
9367,Sci-Fi
9367,Ecchi
9330,Action
9330,Fantasy
9330,Romance
9331,Action
9331,Supernatural
8426,Drama
8426,Romance
9834,Comedy
9834,Sci-Fi
9587,Comedy
9587,Romance
9587,Ecchi
9314,Adventure
9314,Fantasy
9314,Sci-Fi
9539,Action
9510,Comedy
8241,Comedy
8241,Ecchi
9598,Comedy
