id,zanr
55,Adventure
55,Fantasy
55,Horror
55,Sci-Fi
2409,Adventure
2409,Comedy
2409,Fantasy
1136,Action
1136,Adventure
1136,Drama
1136,Horror
1136,Mystery
1136,Sci-Fi
1021,Drama
1021,Romance
1349,Action
1349,Sci-Fi
1226,Action
1226,Adventure
1226,Comedy
1226,Drama
1226,Romance
1226,Sci-Fi
163,Adventure
163,Comedy
163,Fantasy
605,Comedy
605,Fantasy
605,Romance
2011,Action
2011,Comedy
1189,Action
1189,Adventure
1189,Fantasy
1189,Romance
1189,Sci-Fi
1823,Action
1823,Adventure
1823,Sci-Fi
1618,Action
1618,Adventure
1618,Sci-Fi
1899,Action
1899,Adventure
1899,Sci-Fi
2723,Action
2723,Comedy
2723,Sci-Fi
4054,Comedy
4054,Slice of Life
8891,Comedy
8891,Romance
4709,Adventure
2701,Comedy
245,Comedy
1138,Adventure
1138,Comedy
1138,Sci-Fi
1060,Comedy
1060,Ecchi
1025,Adventure
1025,Comedy
1025,Sci-Fi
1025,Slice of Life
841,Comedy
841,Ecchi
1108,Action
1108,Adventure
1108,Fantasy
630,Comedy
630,Fantasy
630,Romance
630,Sci-Fi
1062,Action
1062,Comedy
1442,Action
1442,Adventure
1442,Fantasy
1442,Sci-Fi
1442,Supernatural
2609,Drama
2609,Romance
4375,Adventure
4375,Comedy
4375,Fantasy
2700,Action
2700,Comedy
2700,Sci-Fi
6571,Comedy
6571,Romance
6571,Slice of Life
6075,Comedy
4742,Comedy
2824,Adventure
2824,Comedy
32230,Adventure
32230,Fantasy
21,Action
21,Adventure
21,Fantasy
136,Action
136,Adventure
136,Fantasy
186,Action
186,Drama
160,Adventure
160,Drama
160,Fantasy
160,Sci-Fi
379,Comedy
379,Sci-Fi
567,Action
567,Mystery
567,Sci-Fi
58,Action
58,Adventure
58,Drama
58,Horror
58,Sci-Fi
763,Action
763,Adventure
763,Comedy
763,Sci-Fi
593,Award Winning
593,Drama
593,Sci-Fi
293,Comedy
293,Fantasy
293,Sci-Fi
554,Action
554,Adventure
554,Comedy
554,Drama
554,Romance
1018,Adventure
1018,Comedy
1018,Fantasy
2330,Adventure
2330,Comedy
2330,Fantasy
2204,Mystery
2204,Suspense
2383,Action
2383,Adventure
2383,Romance
2383,Sci-Fi
1312,Adventure
1312,Comedy
1312,Sci-Fi
2907,Comedy
2907,Sci-Fi
347,Action
347,Adventure
347,Fantasy
347,Sci-Fi
1057,Action
1057,Comedy
1057,Ecchi
2245,Drama
2245,Romance
2245,Sci-Fi
744,Comedy
744,Romance
744,Sci-Fi
1300,Comedy
6069,Comedy
6069,Horror
6069,Mystery
6069,Supernatural
2613,Adventure
2613,Drama
2613,Sci-Fi
10607,Comedy
28071,Comedy
28071,Ecchi
13551,Comedy
13551,Drama
13551,Slice of Life
5478,Adventure
5478,Fantasy
9947,Adventure
9947,Comedy
5477,Comedy
5477,Sci-Fi
8195,Comedy
369,Avant Garde
369,Drama
369,Horror
369,Mystery
369,Supernatural
351,Comedy
351,Fantasy
888,Action
888,Sci-Fi
606,Adventure
606,Comedy
1137,Adventure
1137,Drama
1137,Fantasy
1137,Sci-Fi
6560,Avant Garde
6560,Comedy
783,Comedy
783,Ecchi
1769,Action
1769,Comedy
1769,Sci-Fi
4962,Adventure
4962,Comedy
4962,Fantasy
9810,Comedy
481,Action
481,Adventure
481,Fantasy
189,Comedy
189,Romance
189,Ecchi
1313,Action
1313,Adventure
1313,Comedy
1313,Fantasy
104,Adventure
104,Drama
104,Horror
104,Romance
104,Supernatural
129,Action
129,Adventure
129,Drama
129,Fantasy
800,Sci-Fi
800,Slice of Life
396,Action
396,Romance
396,Sci-Fi
561,Action
561,Adventure
561,Sci-Fi
233,Comedy
233,Sci-Fi
105,Comedy
105,Romance
127,Action
127,Comedy
127,Fantasy
127,Sci-Fi
13201,Action
13201,Adventure
13201,Comedy
13201,Fantasy
2284,Adventure
2284,Comedy
2284,Sci-Fi
2694,Action
2694,Award Winning
2694,Drama
332,Adventure
332,Comedy
332,Fantasy
832,Sci-Fi
12481,Comedy
12481,Horror
12481,Mystery
12481,Supernatural
5088,Mystery
2566,Comedy
5475,Action
5475,Adventure
5475,Comedy
5475,Sci-Fi
11203,Adventure
11203,Comedy
25063,Comedy
25063,Drama
508,Adventure
508,Comedy
318,Comedy
318,Romance
318,Sci-Fi
318,Ecchi
4052,Action
4052,Adventure
4052,Sci-Fi
1450,Adventure
1450,Comedy
1450,Drama
1450,Sci-Fi
171,Adventure
171,Drama
171,Fantasy
48347,Sports
249,Action
249,Adventure
249,Fantasy
249,Romance
263,Sports
1281,Horror
1281,Mystery
1281,Supernatural
243,Boys Love
243,Comedy
180,Action
180,Sci-Fi
180,Ecchi
553,Boys Love
553,Fantasy
553,Horror
553,Mystery
285,Action
285,Adventure
285,Drama
285,Sci-Fi
598,Action
598,Drama
598,Sci-Fi
1508,Drama
1508,Horror
1508,Sci-Fi
1684,Comedy
2484,Action
2484,Adventure
2484,Sci-Fi
4067,Action
4067,Adventure
4067,Fantasy
4067,Sci-Fi
4067,Supernatural
3935,Action
3935,Adventure
1975,Sci-Fi
12483,Comedy
12483,Horror
12483,Mystery
12483,Supernatural
10623,Adventure
8220,Comedy
287,Sports
288,Adventure
288,Comedy
288,Sports
812,Adventure
812,Drama
812,Sci-Fi
764,Adventure
764,Comedy
764,Sci-Fi
764,Sports
352,Comedy
352,Fantasy
445,Adventure
445,Comedy
445,Fantasy
445,Romance
1608,Comedy
1608,Drama
1465,Action
1465,Sci-Fi
1962,Action
1962,Comedy
1962,Drama
1962,Sci-Fi
3458,Comedy
34490,Comedy
48206,Adventure
48206,Fantasy
57113,Comedy
57114,Comedy
874,Adventure
874,Comedy
874,Fantasy
272,Action
272,Drama
272,Mystery
100,Drama
100,Fantasy
100,Romance
52,Award Winning
52,Comedy
52,Drama
52,Sci-Fi
253,Comedy
253,Slice of Life
403,Comedy
403,Romance
403,Ecchi
383,Comedy
383,Sci-Fi
1048,Horror
1048,Supernatural
836,Comedy
836,Drama
836,Romance
1164,Action
1164,Adventure
1164,Comedy
1164,Fantasy
1728,Comedy
289,Comedy
289,Drama
1492,Action
909,Adventure
909,Sci-Fi
1126,Sci-Fi
1126,Slice of Life
1005,Adventure
1005,Fantasy
1005,Sci-Fi
1249,Action
1249,Adventure
1249,Comedy
1249,Sci-Fi
555,Comedy
555,Girls Love
555,Sci-Fi
2014,Action
2014,Comedy
959,Adventure
959,Drama
959,Romance
1179,Action
1179,Adventure
1179,Sci-Fi
1179,Supernatural
2495,Drama
2495,Slice of Life
2036,Adventure
2036,Comedy
2036,Drama
2036,Sci-Fi
3736,Comedy
3736,Fantasy
2259,Comedy
2259,Fantasy
2259,Romance
5200,Drama
5200,Sports
2521,Action
2521,Sci-Fi
3561,Action
3561,Adventure
3561,Sci-Fi
2362,Action
2362,Sci-Fi
3151,Adventure
3151,Sci-Fi
7960,Action
7960,Suspense
7109,Action
7109,Adventure
7109,Fantasy
17487,Comedy
17487,Mystery
120,Drama
120,Romance
120,Supernatural
154,Action
154,Adventure
154,Supernatural
551,Sports
168,Action
168,Adventure
168,Drama
168,Sci-Fi
509,Comedy
509,Drama
509,Romance
397,Action
397,Romance
397,Sci-Fi
1098,Action
1098,Comedy
1098,Fantasy
952,Comedy
1676,Action
1676,Adventure
1676,Sci-Fi
3772,Sci-Fi
6625,Comedy
6625,Slice of Life
10360,Sports
4940,Action
4940,Adventure
7452,Comedy
270,Action
270,Horror
270,Supernatural
22,Sports
135,Comedy
135,Drama
135,Supernatural
246,Action
246,Adventure
246,Comedy
246,Fantasy
246,Romance
156,Action
156,Drama
156,Fantasy
156,Mystery
276,Comedy
276,Romance
276,Sci-Fi
276,Ecchi
1614,Sports
181,Action
181,Sci-Fi
181,Ecchi
1157,Action
1157,Adventure
1157,Fantasy
1157,Sci-Fi
1678,Action
1678,Adventure
1678,Sci-Fi
2390,Action
2390,Adventure
2390,Comedy
2390,Fantasy
831,Comedy
831,Fantasy
682,Comedy
682,Fantasy
682,Romance
1145,Action
1145,Drama
1145,Mystery
321,Action
321,Comedy
321,Sci-Fi
321,Ecchi
3012,Sports
799,Comedy
799,Slice of Life
1493,Action
1493,Fantasy
580,Comedy
580,Gourmet
1664,Action
1664,Adventure
1664,Mystery
1664,Sci-Fi
1664,Supernatural
2934,Comedy
3104,Action
3104,Sci-Fi
27721,Fantasy
3290,Comedy
3290,Fantasy
5018,Comedy
9433,Fantasy
71,Action
71,Comedy
71,Sci-Fi
195,Drama
195,Romance
195,Sci-Fi
165,Action
165,Award Winning
165,Drama
165,Mystery
165,Romance
165,Sci-Fi
1669,Action
1669,Adventure
1669,Comedy
1669,Sci-Fi
144,Drama
144,Romance
144,Supernatural
1019,Action
1019,Boys Love
1019,Drama
1019,Supernatural
1707,Comedy
1707,Sci-Fi
1707,Sports
353,Comedy
353,Fantasy
1224,Action
1224,Adventure
1224,Fantasy
1224,Romance
1224,Sci-Fi
652,Comedy
652,Sci-Fi
708,Adventure
708,Sci-Fi
623,Adventure
623,Comedy
623,Romance
1597,Comedy
2287,Adventure
2287,Comedy
2287,Fantasy
2287,Gourmet
1705,Adventure
1705,Drama
1705,Horror
1705,Sci-Fi
1705,Supernatural
5474,Comedy
5474,Fantasy
7525,Sports
59,Comedy
59,Drama
59,Romance
59,Sci-Fi
59,Ecchi
66,Comedy
48,Adventure
48,Fantasy
48,Mystery
1132,Action
1132,Adventure
1132,Comedy
1132,Drama
1132,Fantasy
687,Fantasy
687,Romance
687,Sci-Fi
153,Action
153,Adventure
153,Fantasy
53,Comedy
53,Drama
53,Romance
122,Comedy
122,Drama
122,Romance
122,Supernatural
306,Award Winning
306,Comedy
306,Fantasy
306,Ecchi
1710,Action
1710,Adventure
1710,Comedy
1710,Sci-Fi
107,Adventure
107,Comedy
107,Fantasy
107,Sci-Fi
1133,Action
1133,Comedy
1133,Sci-Fi
175,Action
175,Adventure
175,Romance
175,Sci-Fi
260,Comedy
260,Drama
260,Romance
200,Comedy
200,Romance
197,Comedy
197,Romance
197,Sci-Fi
197,Ecchi
162,Comedy
162,Fantasy
162,Romance
1744,Adventure
1744,Comedy
1744,Drama
1744,Fantasy
1744,Romance
183,Sports
337,Comedy
337,Romance
337,Supernatural
1706,Action
1706,Adventure
1706,Drama
1706,Sci-Fi
3006,Comedy
3006,Slice of Life
3271,Adventure
3271,Sci-Fi
1745,Action
1745,Adventure
1745,Mystery
2732,Comedy
2732,Drama
8956,Action
8956,Adventure
31054,Comedy
721,Drama
721,Fantasy
721,Mystery
721,Romance
7,Action
7,Drama
7,Mystery
7,Supernatural
529,Drama
529,Romance
529,Sci-Fi
419,Adventure
419,Comedy
419,Supernatural
296,Action
296,Adventure
296,Fantasy
296,Sci-Fi
1127,Comedy
1127,Sci-Fi
1127,Ecchi
1628,Action
1628,Horror
1628,Supernatural
231,Action
231,Comedy
231,Fantasy
980,Comedy
980,Sci-Fi
1623,Action
1623,Comedy
1623,Sci-Fi
3355,Adventure
10237,Adventure
20,Action
20,Adventure
20,Fantasy
467,Action
467,Award Winning
467,Mystery
467,Sci-Fi
387,Drama
387,Fantasy
387,Mystery
387,Suspense
1564,Action
1564,Adventure
1564,Comedy
1564,Fantasy
93,Action
93,Award Winning
93,Drama
93,Romance
93,Sci-Fi
132,Action
132,Mystery
132,Supernatural
341,Drama
341,Mystery
274,Action
274,Sci-Fi
277,Comedy
277,Drama
277,Romance
277,Sci-Fi
277,Ecchi
17,Comedy
17,Slice of Life
17,Sports
1685,Action
1685,Comedy
1685,Fantasy
958,Action
958,Adventure
958,Sci-Fi
2004,Comedy
2004,Drama
2004,Slice of Life
2004,Supernatural
327,Comedy
327,Fantasy
833,Action
833,Comedy
833,Sci-Fi
1792,Action
1792,Adventure
1792,Sci-Fi
446,Action
446,Drama
653,Comedy
653,Sci-Fi
835,Drama
835,Romance
328,Drama
328,Romance
328,Slice of Life
611,Sci-Fi
611,Slice of Life
751,Action
751,Adventure
751,Comedy
751,Sci-Fi
3193,Action
3193,Adventure
3193,Comedy
3193,Sci-Fi
1947,Action
1947,Fantasy
4068,Action
4068,Adventure
4068,Fantasy
4068,Sci-Fi
4068,Supernatural
1712,Action
1712,Sci-Fi
5473,Comedy
5473,Slice of Life
27723,Fantasy
202,Action
202,Adventure
202,Drama
202,Fantasy
202,Mystery
202,Sci-Fi
298,Adventure
298,Comedy
298,Fantasy
1668,Action
1668,Adventure
1668,Comedy
1668,Sci-Fi
1946,Adventure
1946,Drama
1946,Romance
2363,Adventure
2363,Comedy
2363,Fantasy
273,Slice of Life
624,Action
624,Comedy
624,Ecchi
266,Action
266,Drama
266,Romance
266,Sci-Fi
421,Comedy
421,Sci-Fi
1097,Drama
1097,Supernatural
1097,Ecchi
1675,Action
1675,Sci-Fi
776,Comedy
776,Drama
776,Romance
1456,Action
1456,Adventure
1456,Mystery
1708,Action
1708,Supernatural
1667,Action
1667,Sci-Fi
1667,Supernatural
3098,Action
3098,Sci-Fi
3519,Award Winning
3519,Comedy
7048,Sports
16027,Adventure
16027,Fantasy
18447,Action
18447,Fantasy
7750,Comedy
7750,Sci-Fi
486,Adventure
486,Drama
486,Fantasy
26,Action
26,Drama
26,Sci-Fi
26,Suspense
61,Action
61,Comedy
61,Fantasy
61,Romance
97,Action
97,Adventure
97,Sci-Fi
250,Action
250,Adventure
250,Comedy
250,Fantasy
167,Action
167,Adventure
167,Drama
167,Fantasy
167,Sci-Fi
427,Comedy
427,Drama
427,Fantasy
521,Adventure
521,Comedy
521,Fantasy
521,Romance
1816,Action
1816,Adventure
1816,Comedy
1816,Sci-Fi
618,Action
618,Adventure
618,Fantasy
618,Horror
230,Action
230,Comedy
335,Comedy
335,Mystery
335,Supernatural
407,Comedy
407,Drama
407,Mystery
178,Comedy
178,Fantasy
178,Romance
113,Action
113,Romance
113,Sci-Fi
971,Action
971,Adventure
971,Sci-Fi
292,Drama
292,Sports
840,Comedy
840,Romance
840,Sci-Fi
236,Action
236,Adventure
236,Drama
236,Sci-Fi
236,Supernatural
271,Action
271,Adventure
271,Sci-Fi
1037,Action
1037,Fantasy
1037,Supernatural
1683,Comedy
1683,Fantasy
1683,Sci-Fi
684,Fantasy
684,Romance
1083,Drama
1083,Slice of Life
545,Comedy
545,Sci-Fi
1713,Action
1713,Adventure
1713,Sci-Fi
2382,Action
2382,Adventure
2382,Sci-Fi
5071,Action
5071,Adventure
5071,Comedy
5071,Fantasy
5129,Adventure
5129,Sci-Fi
3637,Action
3637,Adventure
3637,Sci-Fi
2738,Fantasy
12809,Comedy
12809,Fantasy
2735,Action
2735,Sci-Fi
20123,Comedy
20123,Slice of Life
72,Action
72,Comedy
257,Action
257,Ecchi
133,Comedy
133,Romance
133,Ecchi
196,Comedy
196,Drama
196,Sci-Fi
62,Drama
62,Romance
838,Drama
838,Horror
838,Sci-Fi
838,Suspense
610,Comedy
610,Drama
610,Supernatural
610,Ecchi
261,Comedy
261,Romance
294,Adventure
294,Drama
294,Sci-Fi
2486,Comedy
2486,Drama
2486,Romance
2486,Slice of Life
2486,Supernatural
301,Action
301,Adventure
301,Comedy
301,Mystery
1837,Action
1837,Adventure
1837,Comedy
1837,Sci-Fi
1409,Sci-Fi
1409,Sports
1617,Comedy
1617,Romance
1617,Slice of Life
4801,Adventure
4801,Fantasy
4104,Comedy
39936,Adventure
121,Action
121,Adventure
121,Award Winning
121,Drama
121,Fantasy
329,Award Winning
329,Drama
329,Romance
329,Sci-Fi
60,Action
60,Romance
60,Supernatural
267,Action
267,Drama
267,Sci-Fi
134,Action
134,Drama
134,Sci-Fi
134,Suspense
169,Action
169,Horror
169,Mystery
169,Romance
169,Supernatural
147,Drama
147,Romance
114,Comedy
193,Comedy
193,Drama
193,Romance
193,Ecchi
1050,Adventure
1050,Comedy
1050,Sci-Fi
209,Action
209,Adventure
209,Comedy
209,Drama
209,Sci-Fi
394,Comedy
394,Drama
394,Romance
161,Action
161,Comedy
385,Drama
385,Fantasy
385,Sci-Fi
279,Horror
279,Mystery
279,Supernatural
130,Action
130,Adventure
130,Comedy
130,Drama
130,Supernatural
579,Comedy
579,Sci-Fi
579,Ecchi
497,Adventure
497,Fantasy
497,Girls Love
497,Mystery
497,Ecchi
709,Action
709,Adventure
709,Fantasy
709,Sci-Fi
709,Slice of Life
620,Drama
620,Fantasy
620,Horror
620,Mystery
1103,Comedy
1103,Romance
1103,Sci-Fi
1103,Ecchi
348,Comedy
348,Fantasy
56,Adventure
56,Fantasy
56,Sci-Fi
2108,Action
2108,Adventure
2108,Comedy
2108,Sci-Fi
1490,Action
1490,Adventure
1490,Drama
1490,Sci-Fi
344,Drama
344,Sci-Fi
344,Supernatural
1128,Comedy
1128,Romance
1128,Sci-Fi
3101,Action
3101,Adventure
3101,Sci-Fi
592,Adventure
592,Fantasy
2501,Adventure
2501,Comedy
2233,Comedy
7751,Comedy
2742,Comedy
2742,Sci-Fi
23313,Comedy
323,Avant Garde
323,Drama
323,Mystery
323,Supernatural
323,Suspense
801,Action
801,Mystery
801,Sci-Fi
158,Drama
158,Girls Love
603,Action
603,Comedy
603,Fantasy
242,Action
242,Comedy
204,Action
204,Comedy
204,Ecchi
222,Action
222,Adventure
222,Comedy
222,Mystery
222,Sci-Fi
1082,Comedy
1082,Drama
1082,Mystery
1082,Sci-Fi
1082,Ecchi
284,Action
284,Drama
284,Romance
2789,Adventure
2789,Fantasy
1246,Action
1246,Drama
1246,Mystery
1246,Suspense
636,Action
636,Adventure
636,Comedy
636,Drama
693,Action
693,Comedy
693,Drama
693,Mystery
693,Sci-Fi
693,Ecchi
148,Drama
148,Romance
2391,Adventure
2391,Comedy
2391,Fantasy
1149,Action
1149,Adventure
1149,Comedy
1149,Sci-Fi
112,Action
112,Adventure
112,Comedy
112,Fantasy
112,Sci-Fi
112,Ecchi
295,Adventure
295,Drama
295,Sci-Fi
927,Adventure
927,Sci-Fi
3638,Adventure
3638,Comedy
205,Action
205,Adventure
205,Comedy
19,Drama
19,Mystery
19,Suspense
384,Action
384,Drama
384,Horror
384,Sci-Fi
384,Supernatural
384,Suspense
18,Action
18,Drama
174,Action
174,Drama
174,Supernatural
174,Ecchi
330,Comedy
330,Drama
330,Romance
330,Ecchi
251,Adventure
251,Comedy
251,Fantasy
102,Comedy
102,Drama
102,Romance
634,Drama
634,Romance
516,Comedy
516,Sci-Fi
109,Action
109,Adventure
109,Sci-Fi
146,Comedy
146,Drama
146,Romance
146,Sci-Fi
146,Ecchi
417,Action
417,Fantasy
1110,Adventure
1110,Comedy
1110,Fantasy
1110,Romance
252,Drama
252,Mystery
252,Supernatural
872,Adventure
872,Comedy
872,Fantasy
340,Action
649,Comedy
649,Romance
649,Ecchi
131,Action
131,Adventure
131,Comedy
131,Drama
131,Supernatural
275,Comedy
275,Romance
275,Ecchi
1086,Action
1086,Adventure
1086,Comedy
1086,Romance
1086,Sci-Fi
159,Action
159,Adventure
159,Fantasy
159,Horror
159,Sci-Fi
1371,Adventure
1371,Drama
1371,Sci-Fi
1371,Supernatural
1104,Comedy
1104,Romance
1104,Sci-Fi
1104,Ecchi
533,Comedy
5967,Comedy
5967,Sci-Fi
5967,Sports
964,Comedy
964,Ecchi
2337,Adventure
2337,Drama
2337,Sci-Fi
4443,Action
4443,Adventure
4443,Comedy
786,Comedy
786,Fantasy
234,Adventure
234,Sports
1590,Action
1590,Adventure
1590,Comedy
1590,Fantasy
3182,Comedy
3182,Romance
3182,Slice of Life
1574,Adventure
1574,Sci-Fi
2234,Action
2234,Comedy
2234,Sci-Fi
7955,Slice of Life
1839,Adventure
1839,Fantasy
1839,Slice of Life
10987,Comedy
11497,Comedy
34249,Adventure
10953,Comedy
10953,Slice of Life
226,Action
226,Drama
226,Horror
226,Romance
226,Supernatural
226,Suspense
395,Action
395,Drama
395,Horror
395,Sci-Fi
395,Suspense
241,Comedy
241,Fantasy
241,Romance
241,Ecchi
63,Comedy
63,Romance
63,Sci-Fi
63,Ecchi
166,Action
166,Sci-Fi
75,Action
75,Drama
75,Sci-Fi
229,Comedy
483,Action
483,Drama
483,Sci-Fi
444,Drama
444,Girls Love
525,Adventure
525,Drama
525,Fantasy
546,Drama
546,Romance
546,Supernatural
655,Comedy
655,Sci-Fi
648,Comedy
648,Drama
648,Romance
648,Sci-Fi
244,Mystery
1377,Drama
1377,Sci-Fi
2727,Action
2727,Comedy
5343,Action
5343,Adventure
5343,Comedy
5343,Ecchi
2741,Action
2741,Drama
1656,Comedy
269,Action
269,Adventure
269,Fantasy
57,Comedy
57,Drama
24,Comedy
24,Romance
239,Award Winning
239,Drama
239,Mystery
239,Sci-Fi
239,Supernatural
239,Suspense
482,Action
482,Comedy
482,Fantasy
64,Action
64,Comedy
64,Drama
64,Fantasy
240,Slice of Life
25,Action
25,Adventure
25,Comedy
25,Sci-Fi
25,Ecchi
98,Action
98,Fantasy
98,Girls Love
94,Action
94,Drama
94,Romance
94,Sci-Fi
76,Action
76,Comedy
76,Drama
76,Fantasy
627,Sports
74,Comedy
74,Fantasy
28,Comedy
28,Gourmet
343,Comedy
343,Fantasy
343,Romance
143,Drama
143,Girls Love
143,Supernatural
297,Action
297,Adventure
297,Comedy
297,Ecchi
173,Mystery
173,Supernatural
2213,Drama
119,Comedy
119,Drama
119,Romance
125,Comedy
125,Romance
455,Adventure
455,Fantasy
455,Mystery
455,Romance
455,Sci-Fi
455,Suspense
688,Drama
688,Fantasy
247,Fantasy
247,Romance
29,Action
29,Drama
29,Sci-Fi
1524,Drama
1524,Fantasy
1524,Slice of Life
1524,Supernatural
346,Drama
346,Romance
8,Action
8,Adventure
8,Fantasy
336,Drama
336,Fantasy
278,Action
278,Comedy
278,Sci-Fi
600,Boys Love
600,Drama
600,Supernatural
1746,Action
1746,Adventure
1746,Sci-Fi
2109,Action
2109,Adventure
2109,Sci-Fi
685,Drama
685,Romance
685,Sci-Fi
1167,Action
510,Comedy
510,Drama
510,Romance
613,Adventure
613,Fantasy
613,Supernatural
23,Sports
1711,Adventure
1711,Comedy
1711,Romance
1711,Sci-Fi
1711,Ecchi
1955,Comedy
1955,Fantasy
1955,Sci-Fi
1883,Comedy
749,Comedy
29836,Comedy
35817,Comedy
101,Drama
101,Romance
101,Supernatural
50,Comedy
50,Romance
50,Supernatural
157,Action
157,Comedy
157,Fantasy
157,Romance
157,Ecchi
325,Drama
325,Romance
487,Comedy
487,Fantasy
487,Romance
487,Ecchi
1532,Boys Love
1532,Comedy
1532,Drama
519,Comedy
519,Romance
184,Action
184,Sci-Fi
1929,Action
1929,Comedy
1929,Fantasy
342,Drama
342,Sci-Fi
406,Sci-Fi
406,Sports
364,Mystery
141,Sci-Fi
485,Comedy
485,Slice of Life
354,Comedy
354,Sci-Fi
354,Ecchi
1196,Comedy
928,Adventure
928,Sci-Fi
349,Drama
349,Fantasy
349,Ecchi
4667,Adventure
4667,Fantasy
2308,Drama
2308,Supernatural
2308,Ecchi
960,Adventure
960,Drama
960,Romance
2707,Adventure
8189,Comedy
4049,Adventure
4049,Comedy
4049,Fantasy
29843,Comedy
25809,Comedy
19311,Adventure
31696,Slice of Life
237,Action
237,Adventure
237,Drama
237,Romance
237,Sci-Fi
16,Comedy
16,Drama
16,Romance
177,Action
177,Adventure
177,Fantasy
177,Romance
67,Action
67,Drama
67,Romance
27,Action
27,Fantasy
15,Sports
149,Boys Love
149,Drama
149,Mystery
149,Supernatural
479,Action
479,Adventure
479,Supernatural
248,Comedy
248,Romance
248,Ecchi
198,Action
198,Mystery
198,Supernatural
198,Suspense
1250,Action
1250,Adventure
1250,Fantasy
1250,Romance
478,Action
478,Fantasy
478,Romance
478,Sci-Fi
412,Comedy
412,Ecchi
345,Drama
345,Romance
738,Action
738,Adventure
738,Comedy
738,Fantasy
1974,Drama
1974,Romance
126,Comedy
126,Drama
126,Romance
308,Drama
308,Fantasy
308,Mystery
308,Sci-Fi
456,Comedy
456,Slice of Life
8687,Comedy
8687,Sci-Fi
2489,Comedy
2489,Fantasy
668,Comedy
668,Romance
668,Sci-Fi
668,Ecchi
712,Action
712,Adventure
712,Comedy
2523,Adventure
2523,Drama
2523,Fantasy
2523,Romance
505,Comedy
505,Fantasy
706,Comedy
706,Drama
754,Adventure
754,Drama
754,Fantasy
4416,Action
4416,Sci-Fi
4050,Fantasy
988,Action
988,Comedy
22709,Comedy
30138,Comedy
79,Comedy
79,Drama
79,Fantasy
79,Romance
79,Ecchi
73,Action
390,Drama
390,Romance
390,Sports
488,Slice of Life
411,Action
411,Adventure
411,Drama
411,Sci-Fi
591,Comedy
591,Romance
591,Supernatural
591,Ecchi
489,Award Winning
489,Slice of Life
489,Supernatural
490,Comedy
1642,Comedy
1642,Drama
1642,Fantasy
291,Comedy
291,Drama
291,Romance
291,Supernatural
470,Comedy
470,Romance
470,Ecchi
1374,Action
1374,Horror
1374,Sci-Fi
614,Fantasy
614,Romance
473,Action
473,Adventure
473,Drama
612,Comedy
612,Romance
309,Comedy
511,Adventure
511,Comedy
511,Fantasy
1035,Adventure
1035,Boys Love
1035,Comedy
1035,Fantasy
3768,Sports
4314,Comedy
9070,Comedy
457,Adventure
457,Mystery
457,Slice of Life
457,Supernatural
355,Action
355,Drama
355,Fantasy
355,Romance
150,Action
150,Drama
150,Horror
150,Mystery
150,Supernatural
228,Horror
228,Mystery
228,Supernatural
228,Suspense
68,Action
68,Adventure
68,Sci-Fi
322,Drama
322,Romance
469,Comedy
469,Romance
469,Supernatural
477,Fantasy
477,Sci-Fi
477,Slice of Life
65,Action
65,Comedy
65,Drama
65,Fantasy
658,Suspense
584,Adventure
584,Drama
584,Sci-Fi
77,Action
77,Comedy
77,Drama
77,Fantasy
99,Comedy
99,Drama
99,Fantasy
476,Drama
476,Romance
476,Sports
476,Supernatural
670,Drama
670,Romance
152,Action
152,Sci-Fi
388,Sports
694,Comedy
694,Drama
694,Romance
471,Comedy
471,Drama
471,Romance
3270,Action
3270,Drama
3270,Sci-Fi
1316,Sports
282,Action
282,Drama
282,Mystery
282,Romance
915,Adventure
915,Drama
69,Action
69,Fantasy
69,Sci-Fi
2110,Action
2110,Adventure
2110,Sci-Fi
1123,Action
1123,Adventure
1123,Fantasy
913,Action
913,Ecchi
1193,Comedy
1193,Fantasy
1845,Action
1845,Sci-Fi
858,Drama
858,Romance
858,Sci-Fi
1778,Adventure
1778,Comedy
1778,Gourmet
280,Adventure
280,Comedy
280,Fantasy
7395,Adventure
7395,Fantasy
356,Action
356,Fantasy
356,Romance
356,Supernatural
790,Mystery
790,Sci-Fi
790,Suspense
710,Comedy
710,Romance
587,Drama
587,Romance
586,Horror
586,Mystery
586,Supernatural
558,Sports
886,Comedy
886,Romance
886,Supernatural
886,Ecchi
667,Comedy
667,Drama
667,Girls Love
576,Comedy
576,Fantasy
576,Romance
590,Comedy
590,Romance
798,Drama
1534,Action
1534,Comedy
1534,Fantasy
750,Slice of Life
817,Comedy
817,Romance
817,Sci-Fi
1655,Comedy
577,Fantasy
671,Drama
771,Drama
771,Fantasy
5968,Comedy
5968,Sci-Fi
5968,Sports
2285,Action
2285,Adventure
2285,Sci-Fi
3112,Comedy
3112,Ecchi
4823,Horror
4823,Supernatural
2244,Comedy
4563,Adventure
4101,Comedy
4101,Fantasy
2232,Comedy
3769,Sports
33670,Action
33670,Adventure
34358,Slice of Life
19325,Adventure
44167,Drama
52369,Adventure
52369,Comedy
53910,Adventure
853,Comedy
853,Romance
918,Action
918,Comedy
918,Sci-Fi
889,Action
849,Award Winning
849,Comedy
849,Mystery
849,Sci-Fi
934,Horror
934,Mystery
934,Supernatural
934,Suspense
877,Drama
877,Romance
857,Comedy
857,Sports
857,Ecchi
861,Comedy
861,Drama
861,Mystery
861,Supernatural
856,Action
856,Drama
856,Fantasy
