id,naslov,število epizod,sezona premiere,leto premiere,vir,dolzina epizode v minutah,ocena,člani,demografika,teme,žanri,studii
43470,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,12,spring,2022,Web manga,23,7.3,152287,NG,['Adult Cast'],"['Comedy', 'Romance']",['Zero-G']
48779,Deaimon,12,spring,2022,Manga,24,7.55,97428,Seinen,"['Childcare', 'Workplace']",['Slice of Life'],['Encourage Films']
48702,Dance Dance Danseur,11,spring,2022,Manga,23,7.83,85116,Seinen,['Performing Arts'],['Drama'],['MAPPA']
42745,Machikado Mazoku: 2-choume,12,spring,2022,4-koma manga,24,7.85,69136,NG,"['CGDCT', 'Mahou Shoujo', 'School']","['Comedy', 'Fantasy']",['J.C.Staff']
49692,Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto,12,spring,2022,Music,23,7.27,68818,NG,"['Idols (Male)', 'School']",[],['Lay-duce']
50160,Kingdom 4th Season,26,spring,2022,Manga,24,8.74,66969,Seinen,"['Historical', 'Military']",['Action'],[]
50248,Birdie Wing: Golf Girls&#039; Story,13,spring,2022,Original,23,7.5,65763,NG,[],['Sports'],['Bandai Namco Pictures']
50338,Kunoichi Tsubaki no Mune no Uchi,13,spring,2022,Manga,23,7.12,60783,Shounen,"['CGDCT', 'Martial Arts']","['Action', 'Comedy']",['CloverWorks']
48742,"Kono Healer, Mendokusai",12,spring,2022,Web manga,23,6.34,59934,NG,[],"['Adventure', 'Comedy', 'Fantasy']",['Jumondo']
48363,RPG Fudousan,12,spring,2022,4-koma manga,23,6.7,47376,NG,['CGDCT'],"['Comedy', 'Fantasy']",['Doga Kobo']
49831,Black★★Rock Shooter:  Dawn Fall,12,spring,2022,Other,23,5.94,42151,NG,['Super Power'],"['Action', 'Drama']",[]
49556,Love All Play,24,spring,2022,Novel,23,6.52,40163,NG,['School'],['Sports'],[]
48916,Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,13,spring,2022,Other,24,7.67,39491,NG,"['Idols (Female)', 'Music', 'School']",['Slice of Life'],['Sunrise']
49160,Shachiku-san wa Youjo Yuurei ni Iyasaretai.,12,spring,2022,Manga,23,7.1,37772,Shounen,['Workplace'],"['Comedy', 'Supernatural']",['Project No.9']
48857,Healer Girl,12,spring,2022,Original,23,7.32,33333,NG,"['CGDCT', 'Medical', 'Music']","['Fantasy', 'Slice of Life']",['Studio 3Hz']
49342,Shin Ikkitousen,3,spring,2022,Manga,26,5.83,27270,Seinen,"['Martial Arts', 'Super Power']","['Action', 'Ecchi']",['Arms']
49691,Gunjou no Fanfare,13,spring,2022,Original,23,6.14,25242,NG,['Racing'],['Sports'],['Lay-duce']
48777,Build Divide: Code White,12,spring,2022,Mixed media,23,6.64,20571,NG,['Strategy Game'],['Fantasy'],['LIDENFILMS']
50955,Onipan!,60,spring,2022,Original,3,6.48,15370,NG,['Mythology'],"['Comedy', 'Fantasy']",['Wit Studio']
50012,Meitantei Conan: Zero no Tea Time,6,spring,2022,Manga,15,6.93,14408,Shounen,['Detective'],"['Mystery', 'Slice of Life']",['TMS Entertainment']
50678,Kyoukai Senki Part 2,12,spring,2022,Original,24,6.54,14057,NG,['Mecha'],"['Action', 'Sci-Fi']",['Sunrise Beyond']
50685,Kaginado Season 2,12,spring,2022,Original,4,7.35,13527,NG,[],['Comedy'],['LIDENFILMS Kyoto Studio']
50862,Estab-Life: Great Escape,12,spring,2022,Mixed media,22,6.48,11939,NG,[],['Sci-Fi'],['Polygon Pictures']
50438,Yatogame-chan Kansatsu Nikki Yonsatsume,10,spring,2022,4-koma manga,3,6.29,9500,Shounen,['School'],['Comedy'],['Saetta']
50789,Jantama Pong☆,11,spring,2022,Game,1,6.08,8342,NG,[],['Comedy'],['Scooter Films']
50060,Shadowverse Flame,50,spring,2022,Card game,24,6.75,6395,NG,['Strategy Game'],['Fantasy'],['Zexcs']
50607,Yu☆Gi☆Oh! Go Rush!!,NG,spring,2022,Card game,NG,5.65,6072,NG,['Strategy Game'],"['Action', 'Fantasy']",['Bridge']
50250,Chiikawa,NG,spring,2022,Web manga,NG,7.1,4211,Seinen,[],['Comedy'],['Doga Kobo']
51685,Zombie-ga Doeeo Beorin Naui Ttal,26,spring,2022,Web manga,11,5.98,4140,NG,['Gag Humor'],"['Comedy', 'Supernatural']",[]
51569,Kidou Senshi Gundam: Tekketsu no Orphans - Tokubetsu-hen,9,spring,2022,Original,25,6.65,2226,NG,"['Mecha', 'Space']","['Action', 'Drama', 'Sci-Fi']",['Sunrise']
51155,Cap Kakumei Bottleman DX,51,spring,2022,Game,12,6.02,948,Kids,['Strategy Game'],['Action'],['Gaina']
51636,Kenda Master Ken (TV),10,spring,2022,Original,13,5.48,893,NG,[],['Comedy'],['Studio Kingyoiro']
51037,Duel Masters King Max,17,spring,2022,Original,24,N/A,719,Kids,['Time Travel'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",[]
50193,Motto! Majime ni Fumajime Kaiketsu Zorori 3rd Season,25,spring,2022,Book,24,N/A,563,Kids,[],"['Adventure', 'Comedy']",[]
50600,Insect Land,22,spring,2022,Picture book,5,N/A,495,Kids,[],['Slice of Life'],['Jinnis Animation Studios']
52463,Madtoy Chatty,50,spring,2022,Original,1,N/A,310,NG,[],['Comedy'],['Kachidoki Studio']
50799,Oshiri Tantei 6th Season,13,spring,2022,Picture book,20,N/A,295,Kids,[],"['Comedy', 'Fantasy', 'Mystery']",['Toei Animation']
56132,Balala Xiao Mo Xian: Mofa Xing Yuan Bao,26,spring,2022,Original,20,N/A,186,Kids,['Mahou Shoujo'],['Fantasy'],[]
56345,Dramatic Nounai,4,spring,2022,Original,2,N/A,115,NG,[],"['Comedy', 'Sports']",['DLE']
56307,Hello Carbot Season 12,39,spring,2022,Original,11,N/A,102,Kids,"['Mecha', 'Racing']",['Action'],[]
51096,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,13,summer,2022,Light novel,23,8.1,656911,NG,"['Psychological', 'School']","['Drama', 'Suspense']",['Lerche']
50346,Yofukashi no Uta,13,summer,2022,Manga,22,7.96,604195,Shounen,['Vampire'],"['Romance', 'Supernatural']",['LIDENFILMS']
48895,Overlord IV,13,summer,2022,Light novel,23,8.08,537966,NG,['Isekai'],"['Action', 'Adventure', 'Fantasy']",['Madhouse']
50709,Lycoris Recoil,13,summer,2022,Original,24,8.16,503787,NG,[],['Action'],['A-1 Pictures']
48413,Hataraku Maou-sama!!,12,summer,2022,Light novel,23,6.66,480002,NG,"['Mythology', 'Workplace']","['Comedy', 'Fantasy']",['Studio 3Hz']
41084,Made in Abyss: Retsujitsu no Ougonkyou,12,summer,2022,Web manga,25,8.63,455538,NG,['Gore'],"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",['Kinema Citrus']
42963,"Kanojo, Okarishimasu 2nd Season",12,summer,2022,Manga,24,6.8,425160,Shounen,"['Adult Cast', 'Harem']","['Comedy', 'Romance']",['TMS Entertainment']
49220,Isekai Ojisan,13,summer,2022,Web manga,24,7.79,359896,NG,"['Adult Cast', 'Isekai', 'Otaku Culture', 'Parody']","['Comedy', 'Fantasy']",['AtelierPontdarc']
47164,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,11,summer,2022,Light novel,23,7.74,339602,NG,[],"['Action', 'Adventure', 'Fantasy']",['J.C.Staff']
49470,Mamahaha no Tsurego ga Motokano datta,12,summer,2022,Light novel,23,6.74,292732,NG,[],"['Comedy', 'Romance']",['Project No.9']
51213,Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,12,summer,2022,Manga,23,6.8,282493,Shounen,['School'],"['Fantasy', 'Ecchi']",['Staple Entertainment']
44524,Isekai Meikyuu de Harem wo,12,summer,2022,Light novel,24,6.55,260548,NG,"['Harem', 'Isekai']","['Action', 'Adventure', 'Fantasy', 'Erotica']",['Passione']
51417,Engage Kiss,13,summer,2022,Original,24,6.8,236601,NG,[],"['Action', 'Comedy', 'Romance']",['A-1 Pictures']
51064,Kuro no Shoukanshi,12,summer,2022,Light novel,23,7.06,235924,NG,"['Isekai', 'Reincarnation']","['Action', 'Adventure', 'Fantasy']",['Satelight']
49776,Kumichou Musume to Sewagakari,12,summer,2022,Web manga,23,7.75,224444,NG,"['Childcare', 'Organized Crime']",['Slice of Life'],[]
49438,Isekai Yakkyoku,12,summer,2022,Light novel,23,7.29,218660,NG,"['Isekai', 'Medical', 'Reincarnation']",['Fantasy'],['Diomedéa']
47163,"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",12,summer,2022,Light novel,24,6.33,209195,NG,['Isekai'],"['Action', 'Adventure', 'Fantasy']",['Revoroot']
45653,Soredemo Ayumu wa Yosetekuru,12,summer,2022,Manga,24,7.02,165818,Shounen,['School'],"['Comedy', 'Romance']",['SILVER LINK.']
51837,Saikin Yatotta Maid ga Ayashii,11,summer,2022,Manga,23,6.58,126854,Shounen,['Romantic Subtext'],['Comedy'],[]
49782,Shadows House 2nd Season,12,summer,2022,Manga,23,8.01,122420,Seinen,[],"['Fantasy', 'Mystery']",['CloverWorks']
51381,RWBY: Hyousetsu Teikoku,12,summer,2022,Other,24,6.35,108535,NG,[],['Action'],['Shaft']
48649,Fuuto Tantei,12,summer,2022,Manga,25,7.32,68447,Seinen,['Detective'],"['Action', 'Mystery', 'Supernatural']",['Studio Kai']
50891,Hoshi no Samidare,24,summer,2022,Manga,24,5.64,58436,Seinen,['Psychological'],"['Action', 'Adventure', 'Comedy', 'Drama']",['NAZ']
51368,Orient: Awajishima Gekitou-hen,12,summer,2022,Manga,23,7.05,56037,Shounen,"['Historical', 'Samurai']","['Action', 'Adventure', 'Fantasy']",['A.C.G.T.']
41589,Tokyo Mew Mew New ♡,12,summer,2022,Manga,24,6.6,44769,Shoujo,['Mahou Shoujo'],"['Fantasy', 'Romance', 'Sci-Fi']",[]
42994,Jashin-chan Dropkick X,12,summer,2022,Web manga,23,7.41,40680,NG,"['Gag Humor', 'Mythology']","['Comedy', 'Supernatural']",['Nomad']
40590,Utawarerumono: Futari no Hakuoro,28,summer,2022,Visual novel,24,7.51,37364,NG,[],"['Action', 'Drama', 'Fantasy']",['White Fox']
51371,Bucchigire!,12,summer,2022,Original,24,6.0,36063,NG,"['Historical', 'Samurai']",['Action'],['Geno Studio']
50917,Prima Doll,12,summer,2022,Mixed media,24,7.07,34127,NG,[],"['Sci-Fi', 'Slice of Life']",['Bibury Animation Studios']
50203,Love Live! Superstar!! 2nd Season,12,summer,2022,Other,23,7.69,33761,NG,"['Idols (Female)', 'Music', 'School']",['Slice of Life'],['Sunrise']
51923,Warau Arsnotoria Sun!,12,summer,2022,Game,23,5.79,28700,NG,[],"['Action', 'Fantasy']",['LIDENFILMS']
50221,Shine Post,12,summer,2022,Mixed media,22,7.49,26059,NG,"['Idols (Female)', 'Music']",['Drama'],['Studio Kai']
50470,Kami Kuzu☆Idol,10,summer,2022,Manga,23,6.74,24481,Josei,"['Idols (Female)', 'Idols (Male)', 'Music']","['Comedy', 'Supernatural']",['Studio Gokumi']
38006,Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,12,summer,2022,Original,24,6.67,24090,NG,"['Idols (Female)', 'Military', 'Music']",['Sci-Fi'],['Shaft']
50760,Teppen!!!!!!!!!!!!!!!,12,summer,2022,Manga,23,6.62,19682,NG,['School'],['Comedy'],['Drive']
51092,Yuurei Deco,12,summer,2022,Original,23,6.03,19482,NG,[],['Sci-Fi'],['Science SARU']
50379,Shoot! Goal to the Future,13,summer,2022,Manga,23,5.27,16664,Shounen,['Team Sports'],['Sports'],[]
50099,Shin Tennis no Oujisama: U-17 World Cup,13,summer,2022,Manga,23,6.74,15542,Shounen,['School'],['Sports'],[]
51692,Yoru wa Neko to Issho,30,summer,2022,Web manga,2,7.16,14024,NG,['Pets'],['Comedy'],['Studio PuYUKAI']
50999,Extreme Hearts,12,summer,2022,Original,24,6.53,12304,NG,"['Idols (Female)', 'Music', 'Team Sports']","['Sci-Fi', 'Sports']",['Seven Arcs']
35335,Musashino!,12,summer,2022,Original,3,4.66,10354,NG,['School'],['Comedy'],['A-Real']
51773,KJ File,13,summer,2022,Original,4,4.69,8286,NG,[],"['Action', 'Sci-Fi']",[]
49819,Cardfight!! Vanguard: will+Dress,13,summer,2022,Original,24,6.85,6615,NG,['Strategy Game'],['Action'],[]
49551,Hanabi-chan wa Okuregachi,12,summer,2022,Manga,4,6.13,5152,NG,[],['Comedy'],['Gaina']
52814,Nanashi Kaidan,10,summer,2022,Original,3,5.47,4814,NG,[],['Horror'],[]
50985,Chimimo,12,summer,2022,Original,24,6.89,3988,NG,['Mythology'],['Comedy'],['Shin-Ei Animation']
52162,5-Okunen Button,12,summer,2022,Other,21,6.11,786,NG,[],"['Comedy', 'Sci-Fi']",['Studio Sota']
51839,Iii Icecrin Double,12,summer,2022,Original,2,N/A,397,Kids,[],[],[]
52337,Sakuretsu! Amabie-hime.,12,summer,2022,Original,3,N/A,380,NG,[],['Comedy'],['CANON RECORDINGS']
52815,Ganbare! Choushuu-kun,60,summer,2022,Original,1,N/A,332,NG,[],['Comedy'],['Oddjob']
53044,Bo &amp; To&#039;s Family 2nd Season,10,summer,2022,Original,12,N/A,186,Kids,[],['Slice of Life'],['Comma Studio']
58604,Youkoso Ninchishou Sekai e,NG,summer,2022,Original,NG,N/A,149,NG,['Educational'],"['Adventure', 'Slice of Life']",[]
56480,Dino Powers,26,summer,2022,Original,11,N/A,103,Kids,['Mecha'],['Action'],[]
44511,Chainsaw Man,12,fall,2022,Manga,24,8.49,1562439,Shounen,['Gore'],"['Action', 'Fantasy']",['MAPPA']
50602,Spy x Family Part 2,13,fall,2022,Manga,24,8.25,942884,Shounen,['Childcare'],"['Action', 'Comedy']",[]
49596,Blue Lock,24,fall,2022,Manga,24,8.25,704343,Shounen,['Team Sports'],['Sports'],['8bit']
50172,Mob Psycho 100 III,12,fall,2022,Web manga,23,8.71,698791,NG,['Super Power'],"['Action', 'Comedy', 'Supernatural']",['Bones']
48316,Kage no Jitsuryokusha ni Naritakute!,20,fall,2022,Light novel,23,8.28,665060,NG,"['Isekai', 'Reincarnation']","['Action', 'Comedy', 'Fantasy']",['Nexus']
49918,Boku no Hero Academia 6th Season,25,fall,2022,Manga,23,8.28,664402,Shounen,"['School', 'Super Power']",['Action'],['Bones']
47917,Bocchi the Rock!,12,fall,2022,4-koma manga,23,8.78,595841,NG,"['CGDCT', 'Music']",['Comedy'],['CloverWorks']
41467,Bleach: Sennen Kessen-hen,13,fall,2022,Manga,24,9.01,558114,Shounen,[],"['Action', 'Adventure', 'Fantasy']",['Pierrot']
50425,"Fuufu Ijou, Koibito Miman.",12,fall,2022,Manga,24,7.59,318423,Seinen,"['Love Polygon', 'School']",['Romance'],['studio MOTHER']
49709,Fumetsu no Anata e Season 2,20,fall,2022,Manga,25,8.08,282450,Shounen,[],"['Adventure', 'Drama', 'Supernatural']",['Drive']
49891,Tensei shitara Ken deshita,12,fall,2022,Light novel,23,7.52,277238,NG,"['Isekai', 'Reincarnation']","['Action', 'Adventure', 'Fantasy']",['C2C']
42962,Uzaki-chan wa Asobitai! Double,13,fall,2022,Web manga,23,7.25,221282,NG,"['Adult Cast', 'Romantic Subtext']",['Comedy'],['ENGI']
52046,"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",13,fall,2022,Web manga,23,6.93,197485,NG,['Harem'],"['Action', 'Fantasy']",['EMT Squared']
49784,Mairimashita! Iruma-kun 3rd Season,21,fall,2022,Manga,24,7.81,195365,Shounen,"['Isekai', 'School']","['Comedy', 'Fantasy']",['Bandai Namco Pictures']
50710,Urusei Yatsura (2022),23,fall,2022,Manga,22,7.41,178388,Shounen,[],"['Comedy', 'Romance', 'Sci-Fi']",['David Production']
49979,Akuyaku Reijou nanode Last Boss wo Kattemimashita,12,fall,2022,Light novel,23,7.21,175032,Shoujo,"['Isekai', 'Reincarnation']","['Comedy', 'Fantasy', 'Romance']",['Maho Film']
51098,Shinobi no Ittoki,12,fall,2022,Original,23,6.06,167802,NG,['School'],['Action'],['TROYCA']
52193,Akiba Meido Sensou,12,fall,2022,Original,23,7.58,160059,NG,['Organized Crime'],"['Action', 'Comedy']",['P.A. Works']
49828,Kidou Senshi Gundam: Suisei no Majo,12,fall,2022,Original,24,7.86,158710,NG,"['Mecha', 'School', 'Space']","['Action', 'Sci-Fi']",['Sunrise']
51403,Renai Flops,12,fall,2022,Original,23,6.71,145050,NG,"['Harem', 'School']","['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",['Passione']
51128,Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,12,fall,2022,Light novel,23,5.96,136692,NG,[],"['Action', 'Adventure', 'Fantasy']",['Studio A-CAT']
48542,Do It Yourself!!,12,fall,2022,Original,23,7.45,109850,NG,"['CGDCT', 'School']",['Slice of Life'],['PINE JAM']
51212,Futoku no Guild,12,fall,2022,Manga,24,6.56,108966,Shounen,['Harem'],"['Comedy', 'Fantasy', 'Ecchi']",['TNK']
50205,Arknights: Reimei Zensou,8,fall,2022,Game,23,7.08,107014,NG,[],"['Action', 'Fantasy']",['Yostar Pictures']
50528,Golden Kamuy 4th Season,13,fall,2022,Manga,23,8.11,98570,Seinen,"['Adult Cast', 'Historical', 'Military']","['Action', 'Adventure']",['Brain&#039;s Base']
50590,Koukyuu no Karasu,13,fall,2022,Light novel,23,7.53,95373,Josei,"['Historical', 'Mythology']","['Fantasy', 'Mystery']",['Bandai Namco Pictures']
51680,Cool Doji Danshi,24,fall,2022,Web manga,11,7.86,94473,NG,['Iyashikei'],['Slice of Life'],['Pierrot']
50923,Mushikaburi-hime,12,fall,2022,Light novel,23,6.87,74203,Josei,[],"['Drama', 'Fantasy', 'Romance']",['Madhouse']
49849,Shinmai Renkinjutsushi no Tenpo Keiei,12,fall,2022,Light novel,23,6.61,69048,NG,[],"['Adventure', 'Fantasy', 'Slice of Life']",['ENGI']
50348,Peter Grill to Kenja no Jikan: Super Extra,12,fall,2022,Manga,12,5.95,61620,NG,['Harem'],"['Comedy', 'Fantasy', 'Erotica']",[]
30455,KanColle: Itsuka Ano Umi de,8,fall,2022,Game,23,6.25,52826,NG,"['Anthropomorphic', 'Military', 'School']","['Action', 'Sci-Fi']",['ENGI']
50663,Poputepipikku 2nd Season,11,fall,2022,4-koma manga,11,7.51,45087,NG,"['Gag Humor', 'Parody']",['Comedy'],[]
52976,Berserk: Ougon Jidai-hen - Memorial Edition,13,fall,2022,Manga,25,7.89,42489,Seinen,"['Gore', 'Military']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']",['Studio 4°C']
51464,4-nin wa Sorezore Uso wo Tsuku,11,fall,2022,Manga,23,7.14,37607,Shounen,"['Gag Humor', 'School', 'Super Power']","['Comedy', 'Supernatural']",['Studio Flad']
51306,C Danchi,4,fall,2022,Original,25,5.4,31403,NG,[],['Horror'],['Akatsuki']
50552,Yowamushi Pedal: Limit Break,25,fall,2022,Manga,24,7.39,26286,Shounen,['Racing'],['Sports'],['TMS Entertainment']
48491,Yama no Susume: Next Summit,12,fall,2022,Manga,24,7.62,25544,NG,"['CGDCT', 'Iyashikei']","['Adventure', 'Slice of Life']",['8bit']
49533,Uchi no Shishou wa Shippo ga Nai,13,fall,2022,Manga,23,6.72,25353,Seinen,"['Historical', 'Mythology', 'Performing Arts']","['Slice of Life', 'Supernatural']",['LIDENFILMS']
52381,Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,12,fall,2022,Original,3,5.03,21073,NG,[],['Slice of Life'],[]
49304,Seiken Densetsu: Legend of Mana - The Teardrop Crystal,12,fall,2022,Game,23,5.47,20406,NG,[],['Adventure'],[]
50638,Muv-Luv Alternative 2nd Season,12,fall,2022,Visual novel,22,6.53,17891,NG,"['Mecha', 'Military']","['Action', 'Drama', 'Sci-Fi']",[]
46654,IDOLiSH7 Third Beat! Part 2,17,fall,2022,Game,24,8.33,14649,NG,"['Idols (Male)', 'Music']",['Drama'],['TROYCA']
51293,Eternal Boys,24,fall,2022,Original,13,6.54,14227,NG,"['Adult Cast', 'Idols (Male)', 'Music']",['Slice of Life'],['LIDENFILMS']
50010,Meitantei Conan: Hannin no Hanzawa-san,12,fall,2022,Manga,9,6.85,13175,Shounen,[],"['Comedy', 'Mystery']",['TMS Entertainment']
53012,Human Bug Daigaku,12,fall,2022,Web manga,23,6.7,9604,NG,['Educational'],"['Comedy', 'Mystery']",['DLE']
43771,Vazzrock The Animation,13,fall,2022,Music,23,5.44,6905,NG,"['Idols (Male)', 'Music']",[],['PRA']
51986,Pui Pui Molcar: Driving School,12,fall,2022,Original,2,7.2,5356,Kids,['Anthropomorphic'],['Comedy'],['UchuPeople']
49179,Reiwa no Di Gi Charat,16,fall,2022,Manga,4,6.08,5281,NG,[],['Comedy'],['LIDENFILMS']
50559,Megaton-kyuu Musashi 2nd Season,15,fall,2022,Mixed media,27,6.49,4391,NG,"['Mecha', 'School']","['Action', 'Sci-Fi']",['OLM']
53011,Mamekichi Mameko NEET no Nichijou,48,fall,2022,Web manga,1,N/A,979,NG,[],['Comedy'],['Tezuka Productions']
52460,Duel Masters Win,29,fall,2022,Original,25,N/A,834,Kids,[],"['Action', 'Adventure', 'Comedy', 'Fantasy']",[]
52935,Punirunes,25,fall,2022,Original,12,N/A,537,Kids,[],"['Fantasy', 'Slice of Life']",['OLM Digital']
52964,Sylvanian Families: Freya no Happy Diary,12,fall,2022,Other,11,N/A,424,Kids,[],['Slice of Life'],['LandQ studios']
52319,Obake Zukan!,13,fall,2022,Picture book,2,N/A,405,Kids,['Mythology'],"['Comedy', 'Fantasy', 'Supernatural']",['Fanworks']
53320,Chickip Dancers 2nd Season,26,fall,2022,Other,5,N/A,402,NG,[],['Slice of Life'],['Fanworks']
53408,I Love Me 2nd Season,NG,fall,2022,Original,NG,N/A,266,Kids,[],[],['Oddjob']
55660,Alssongdalssong Catch! Tiniping,26,fall,2022,Original,11,N/A,234,NG,"['Mahou Shoujo', 'School']",['Fantasy'],['SAMG Entertainment ']
56274,Mecard Ball Mega,26,fall,2022,Original,13,N/A,113,Kids,"['Mecha', 'Racing', 'Strategy Game']",['Action'],[]
57130,Miniforce V Rangers,26,fall,2022,Original,11,N/A,101,Kids,"['Anthropomorphic', 'Mecha']",['Action'],['SAMG Entertainment ']
55838,Zombie Dumb 3,17,fall,2022,Original,13,N/A,100,Kids,[],"['Comedy', 'Supernatural']",['ANYZAC']
49387,Vinland Saga Season 2,24,winter,2023,Manga,25,8.81,636859,Seinen,"['Gore', 'Historical']","['Action', 'Adventure', 'Drama']",['MAPPA']
52305,Tomo-chan wa Onnanoko!,13,winter,2023,Web manga,23,7.78,407313,NG,['School'],"['Comedy', 'Romance']",['Lay-duce']
50608,Tokyo Revengers: Seiya Kessen-hen,13,winter,2023,Manga,23,7.66,362935,Shounen,"['Delinquents', 'Time Travel']","['Action', 'Drama', 'Supernatural']",['LIDENFILMS']
48417,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",12,winter,2023,Light novel,23,6.88,345321,NG,"['Reincarnation', 'School']","['Action', 'Fantasy']",['SILVER LINK.']
50739,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,12,winter,2023,Light novel,23,7.82,322189,NG,['School'],['Romance'],['Project No.9']
50330,Bungou Stray Dogs 4th Season,13,winter,2023,Manga,23,8.44,297430,Seinen,"['Adult Cast', 'Detective', 'Organized Crime', 'Super Power']","['Action', 'Mystery', 'Supernatural']",['Bones']
50197,"Ijiranaide, Nagatoro-san 2nd Attack",12,winter,2023,Web manga,23,7.48,287041,NG,"['Romantic Subtext', 'School']",['Comedy'],['OLM']
51105,NieR:Automata Ver1.1a,12,winter,2023,Game,23,7.51,285348,NG,[],"['Action', 'Fantasy', 'Sci-Fi']",['A-1 Pictures']
53411,Buddy Daddies,12,winter,2023,Original,24,8.12,283170,NG,"['Childcare', 'Organized Crime']","['Action', 'Comedy']",['P.A. Works']
53446,Tondemo Skill de Isekai Hourou Meshi,12,winter,2023,Light novel,23,7.66,235348,NG,['Isekai'],"['Adventure', 'Comedy', 'Fantasy', 'Gourmet']",['MAPPA']
41514,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,12,winter,2023,Light novel,23,7.2,233832,NG,['Video Game'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",['SILVER LINK.']
53111,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,11,winter,2023,Light novel,24,8.24,220169,NG,[],"['Action', 'Adventure', 'Fantasy']",['J.C.Staff']
51462,Isekai Nonbiri Nouka,12,winter,2023,Light novel,23,7.56,212970,NG,"['Isekai', 'Reincarnation']","['Fantasy', 'Slice of Life']",['Zero-G']
50932,Saikyou Onmyouji no Isekai Tenseiki,13,winter,2023,Light novel,23,7.14,212287,NG,"['Isekai', 'Reincarnation']","['Action', 'Adventure', 'Fantasy']",['Studio Blanc.']
52173,Koori Zokusei Danshi to Cool na Douryou Joshi,12,winter,2023,Web manga,23,7.32,210294,NG,"['Adult Cast', 'Mythology', 'Workplace']","['Comedy', 'Fantasy', 'Romance']",[]
51815,Kubo-san wa Mob wo Yurusanai,12,winter,2023,Manga,24,7.56,204667,Seinen,['School'],"['Comedy', 'Romance']",['PINE JAM']
52736,Tensei Oujo to Tensai Reijou no Mahou Kakumei,12,winter,2023,Light novel,23,7.47,190351,NG,"['Isekai', 'Reincarnation']","['Fantasy', 'Girls Love']",['Diomedéa']
52093,Trigun Stampede,12,winter,2023,Manga,23,7.83,189229,Shounen,['Adult Cast'],"['Action', 'Adventure', 'Sci-Fi']",['Orange']
50854,"Benriya Saitou-san, Isekai ni Iku",12,winter,2023,Web manga,23,7.41,172751,NG,['Isekai'],"['Adventure', 'Comedy', 'Fantasy']",['C2C']
49612,Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,12,winter,2023,Light novel,23,6.32,169081,NG,[],"['Action', 'Adventure', 'Fantasy']",['Geek Toys']
51711,Hyouken no Majutsushi ga Sekai wo Suberu,12,winter,2023,Light novel,24,6.35,166854,NG,['School'],"['Action', 'Fantasy']",['Cloud Hearts']
44204,Kyokou Suiri Season 2,12,winter,2023,Manga,25,7.35,159996,Shounen,"['Adult Cast', 'Mythology']","['Mystery', 'Romance', 'Supernatural']",['Brain&#039;s Base']
51678,Oniichan wa Oshimai!,12,winter,2023,Manga,23,7.67,152452,Shounen,"['CGDCT', 'Magical Sex Shift', 'School']",['Comedy'],['Studio Bind']
51252,Spy Kyoushitsu,12,winter,2023,Light novel,23,6.39,147185,NG,[],"['Action', 'Fantasy', 'Mystery']",['feel.']
52446,Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life,12,winter,2023,Light novel,23,7.02,147053,NG,[],"['Comedy', 'Fantasy']",['Encourage Films']
50481,"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",12,winter,2023,Light novel,23,6.56,145984,NG,['Reincarnation'],"['Action', 'Fantasy']",['Studio Comet']
51265,Inu ni Nattara Suki na Hito ni Hirowareta.,12,winter,2023,Web manga,12,5.07,117776,NG,[],"['Comedy', 'Ecchi']",['Quad']
49154,High Card,12,winter,2023,Mixed media,23,7.17,116248,NG,"['Adult Cast', 'Organized Crime', 'Super Power']","['Action', 'Fantasy']",['Studio Hibari']
